asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 3483,Intangible assets,HP-MODEL-03483,SN-0000003483,TAG-003483,,7025.89,GBP,6253.09,LKR,Rent,PO-2025-8111,Purchase details for Asset 3483,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",949.06,4 years,Time based,2027-08-30,Days,8297,INS003483,2028-10-10,14,Day,434.06,Units of Production,2025-11-16,13.71,99,Microsoft,ffd,Negombo test,6.6691,80.3237,1,Tools,Routers,"Software,Low Priority,Standby"
Asset 3484,Operating assets,DELL-MODEL-03484,SN-0000003484,TAG-003484,,4088.29,EUR,3845.43,EUR,Rent,PO-2025-1379,Purchase details for Asset 3484,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",496.59,1 years,Time based,2027-09-02,Cycles,29654,INS003484,2027-05-24,11,Year,326.52,Units of Production,2024-06-27,36.0,42,Lenovo,ffd,Negombo test,7.009,79.6391,4,Electronics,Monitors,"IT,Critical,Active"
Asset 3485,Intangible assets,DELL-MODEL-03485,SN-0000003485,TAG-003485,,8191.65,GBP,7459.55,USD,Lease,PO-2025-2075,Purchase details for Asset 3485,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1085.08,4 years,Time based,2030-01-16,Hours,19102,INS003485,2027-12-03,14,Month,507.61,Sum of the Years Digits,2025-05-24,39.57,69,IBM,Chamod Randeni,Negombo test,7.276,79.8194,2,Furniture,Servers,"Software,Low Priority,Standby"
Asset 3486,Operating assets,LEN-MODEL-03486,SN-0000003486,TAG-003486,,6846.81,USD,6491.27,USD,Rent,PO-2025-7345,Purchase details for Asset 3486,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",810.03,3 years,Combined,2027-12-20,Kilometers,15585,INS003486,2027-07-17,5,Hour,1207.36,Straightline,2025-05-01,39.59,50,Samsung,ffd,Negombo test,7.2838,80.2701,3,Software,Laptops,"Software,Low Priority,Standby"
Asset 3487,Intangible assets,DELL-MODEL-03487,SN-0000003487,TAG-003487,,3682.33,EUR,3379.87,USD,Hire,PO-2025-5678,Purchase details for Asset 3487,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",375.62,2 years,Combined,2030-12-30,Cycles,21702,INS003487,2028-06-09,12,Year,275.56,Declining Balance,2025-07-31,13.96,64,IBM,Chamod Randeni,Negombo test,7.3939,80.4151,1,IT Equipment,Printers,"Network,High Priority,Maintenance"
Asset 3488,Tangible assets,LEN-MODEL-03488,SN-0000003488,TAG-003488,,2106.96,EUR,1918.32,GBP,Hire,PO-2025-3770,Purchase details for Asset 3488,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",221.18,4 years,Combined,2029-09-27,Cycles,22395,INS003488,2028-10-18,4,Month,471.44,Declining Balance,2025-12-21,32.91,20,Cisco Systems,Chamod Randeni,Negombo test,7.0147,80.31,2,Tools,Monitors,"Hardware,Standard,Reserve"
Asset 3489,Intangible assets,DELL-MODEL-03489,SN-0000003489,TAG-003489,,4217.53,LKR,3996.35,USD,Rent,PO-2025-3191,Purchase details for Asset 3489,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",589.29,3 years,Combined,2029-12-08,Days,14091,INS003489,2026-01-11,3,Day,1209.41,Sum of the Years Digits,2024-05-04,35.79,66,Oracle,ffd,Negombo test,6.5111,79.9707,2,Furniture,Printers,"Software,Low Priority,Standby"
Asset 3490,Tangible assets,LEN-MODEL-03490,SN-0000003490,TAG-003490,,5944.92,EUR,5527.06,EUR,Rent,PO-2025-2945,Purchase details for Asset 3490,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",827.11,3 years,Combined,2028-07-16,Cycles,33386,INS003490,2026-11-24,4,Hour,1279.45,Units of Production,2025-12-27,34.23,34,IBM,Chamod Randeni,Negombo test,6.8965,80.4645,3,Furniture,Laptops,"Network,High Priority,Maintenance"
Asset 3491,Intangible assets,CISCO-MODEL-03491,SN-0000003491,TAG-003491,,3958.27,EUR,3485.22,LKR,Hire,PO-2025-9693,Purchase details for Asset 3491,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",471.63,4 years,Usage based,2029-08-28,Hours,1282,INS003491,2028-08-17,14,Hour,249.05,Units of Production,2025-06-12,30.07,46,SAP,ffd,Negombo test,7.047,79.9312,1,Electronics,Printers,"IT,Critical,Active"
Asset 3492,Intangible assets,CISCO-MODEL-03492,SN-0000003492,TAG-003492,,1815.2,LKR,1655.42,EUR,Lease,PO-2025-8557,Purchase details for Asset 3492,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",193.59,2 years,Time based,2028-08-13,Kilometers,21898,INS003492,2027-06-20,13,Day,124.74,Units of Production,2025-10-17,30.66,84,Dell Inc.,ffd,Negombo test,7.238,79.9225,2,Furniture,Routers,"Software,Low Priority,Standby"
Asset 3493,Operating assets,CISCO-MODEL-03493,SN-0000003493,TAG-003493,,5823.28,USD,5137.41,LKR,Rent,PO-2025-8449,Purchase details for Asset 3493,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",592.16,2 years,Usage based,2029-01-27,Hours,34551,INS003493,2027-04-17,7,Hour,747.3,Straightline,2024-09-29,22.37,43,Samsung,Chamod Randeni,Negombo test,6.8086,79.7059,3,Electronics,Tablets,"Network,High Priority,Maintenance"
Asset 3494,Operating assets,APPLE-MODEL-03494,SN-0000003494,TAG-003494,,2771.15,LKR,2421.35,USD,Rent,PO-2025-3884,Purchase details for Asset 3494,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",370.46,3 years,Time based,2030-10-10,Days,13767,INS003494,2028-10-18,8,Month,300.09,Sum of the Years Digits,2025-12-29,17.7,23,IBM,Chamod Randeni,Negombo test,6.9412,79.7952,2,IT Equipment,Servers,"Software,Low Priority,Standby"
Asset 3495,Tangible assets,CISCO-MODEL-03495,SN-0000003495,TAG-003495,,4899.64,EUR,4239.83,GBP,Purchase,PO-2025-8851,Purchase details for Asset 3495,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",726.51,1 years,Usage based,2027-11-05,Hours,23386,INS003495,2026-01-17,12,Hour,347.76,Units of Production,2024-11-17,30.39,44,Dell Inc.,ffd,Negombo test,6.8877,80.1722,3,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 3496,Intangible assets,HP-MODEL-03496,SN-0000003496,TAG-003496,,6026.35,USD,5595.7,EUR,Rent,PO-2025-2942,Purchase details for Asset 3496,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",692.32,4 years,Time based,2027-01-22,Hours,10698,INS003496,2028-02-23,12,Day,444.5,Sum of the Years Digits,2025-04-05,21.6,89,Apple Inc.,ffd,Negombo test,7.4772,79.6346,1,Machinery,Routers,"Network,High Priority,Maintenance"
Asset 3497,Intangible assets,LEN-MODEL-03497,SN-0000003497,TAG-003497,,2017.72,USD,1801.14,USD,Hire,PO-2025-2354,Purchase details for Asset 3497,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",243.34,5 years,Time based,2030-12-31,Days,6446,INS003497,2027-10-31,15,Year,118.29,Sum of the Years Digits,2024-04-05,14.17,85,Dell Inc.,ffd,Negombo test,6.942,80.0539,4,Network Equipment,Laptops,"Software,Low Priority,Standby"
Asset 3498,Intangible assets,APPLE-MODEL-03498,SN-0000003498,TAG-003498,,9627.39,LKR,8791.53,GBP,Lease,PO-2025-7779,Purchase details for Asset 3498,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1192.71,1 years,Time based,2027-07-25,Kilometers,21121,INS003498,2028-08-18,9,Hour,937.19,Units of Production,2025-03-19,27.94,8,Cisco Systems,ffd,Negombo test,6.735,79.7764,3,IT Equipment,Desktops,"Software,Low Priority,Standby"
Asset 3499,Tangible assets,DELL-MODEL-03499,SN-0000003499,TAG-003499,,2598.08,LKR,2416.86,EUR,Rent,PO-2025-7742,Purchase details for Asset 3499,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",348.62,3 years,Time based,2029-02-14,Cycles,44517,INS003499,2028-03-22,4,Month,562.37,Straightline,2025-02-12,26.75,35,SAP,Chamod Randeni,Negombo test,7.0686,79.8301,3,Electronics,Laptops,"Software,Low Priority,Standby"
Asset 3500,Intangible assets,DELL-MODEL-03500,SN-0000003500,TAG-003500,,2979.65,GBP,2684.85,USD,Purchase,PO-2025-4693,Purchase details for Asset 3500,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",298.41,2 years,Time based,2030-06-11,Hours,38128,INS003500,2027-07-09,12,Year,223.44,Sum of the Years Digits,2025-05-23,10.82,5,SAP,Chamod Randeni,Negombo test,6.738,79.7689,3,IT Equipment,Routers,"Software,Low Priority,Standby"
Asset 3501,Tangible assets,DELL-MODEL-03501,SN-0000003501,TAG-003501,,2955.08,EUR,2565.19,GBP,Lease,PO-2025-8295,Purchase details for Asset 3501,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",400.14,2 years,Time based,2029-03-07,Days,4245,INS003501,2026-03-20,6,Hour,425.82,Straightline,2025-11-08,16.04,63,Microsoft,ffd,Negombo test,7.0573,79.9257,4,Electronics,Laptops,"Network,High Priority,Maintenance"
Asset 3502,Intangible assets,DELL-MODEL-03502,SN-0000003502,TAG-003502,,6438.91,LKR,6068.75,GBP,Lease,PO-2025-1167,Purchase details for Asset 3502,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",928.17,4 years,Usage based,2029-11-04,Cycles,15694,INS003502,2028-11-15,12,Month,459.23,Declining Balance,2024-07-07,38.66,10,Lenovo,ffd,Negombo test,7.0847,80.0499,4,Furniture,Tablets,"IT,Critical,Active"
Asset 3503,Tangible assets,HP-MODEL-03503,SN-0000003503,TAG-003503,,7012.31,USD,6156.88,GBP,Rent,PO-2025-2961,Purchase details for Asset 3503,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",740.79,3 years,Usage based,2030-08-10,Kilometers,28028,INS003503,2028-04-08,15,Year,418.1,Straightline,2024-12-19,32.05,53,Lenovo,Chamod Randeni,Negombo test,6.8418,80.3645,3,Software,Routers,"Hardware,Standard,Reserve"
Asset 3504,Tangible assets,DELL-MODEL-03504,SN-0000003504,TAG-003504,,6933.5,USD,6355.65,USD,Hire,PO-2025-7616,Purchase details for Asset 3504,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1021.72,3 years,Usage based,2030-11-28,Cycles,6807,INS003504,2026-08-07,9,Year,656.86,Straightline,2024-02-29,23.56,39,Oracle,Chamod Randeni,Negombo test,6.9105,79.5464,2,IT Equipment,Routers,"IT,Critical,Active"
Asset 3505,Tangible assets,APPLE-MODEL-03505,SN-0000003505,TAG-003505,,6373.37,USD,6019.63,LKR,Hire,PO-2025-1917,Purchase details for Asset 3505,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",777.77,2 years,Combined,2027-07-22,Hours,44516,INS003505,2026-05-11,14,Month,399.69,Declining Balance,2024-01-09,28.09,46,Microsoft,ffd,Negombo test,7.1206,80.1672,4,Furniture,Servers,"Software,Low Priority,Standby"
Asset 3506,Tangible assets,LEN-MODEL-03506,SN-0000003506,TAG-003506,,3629.97,USD,3272.12,GBP,Rent,PO-2025-3248,Purchase details for Asset 3506,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",448.92,4 years,Usage based,2027-06-19,Kilometers,1874,INS003506,2027-05-14,9,Month,353.45,Declining Balance,2024-04-03,31.13,70,SAP,Chamod Randeni,Negombo test,6.5906,79.8598,5,Furniture,Servers,"Network,High Priority,Maintenance"
Asset 3507,Intangible assets,CISCO-MODEL-03507,SN-0000003507,TAG-003507,,3623.86,EUR,3346.28,GBP,Lease,PO-2025-4425,Purchase details for Asset 3507,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",527.37,5 years,Usage based,2027-03-17,Days,14571,INS003507,2027-11-12,13,Year,238.19,Declining Balance,2024-12-30,17.21,12,Cisco Systems,Chamod Randeni,Negombo test,6.6992,79.5988,1,Machinery,Laptops,"Hardware,Standard,Reserve"
Asset 3508,Tangible assets,HP-MODEL-03508,SN-0000003508,TAG-003508,,2029.06,USD,1743.72,USD,Purchase,PO-2025-6448,Purchase details for Asset 3508,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",241.97,3 years,Usage based,2029-05-19,Kilometers,4473,INS003508,2026-07-09,9,Hour,198.57,Declining Balance,2025-09-21,35.22,11,HP Inc.,Chamod Randeni,Negombo test,6.7589,79.8712,2,Network Equipment,Servers,"IT,Critical,Active"
Asset 3509,Tangible assets,LEN-MODEL-03509,SN-0000003509,TAG-003509,,3182.46,LKR,2982.08,EUR,Rent,PO-2025-6938,Purchase details for Asset 3509,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",393.69,5 years,Usage based,2030-07-07,Cycles,12563,INS003509,2027-02-12,3,Hour,929.59,Units of Production,2024-05-15,36.13,98,Dell Inc.,Chamod Randeni,Negombo test,6.5695,80.3913,3,Furniture,Printers,"Software,Low Priority,Standby"
Asset 3510,Intangible assets,LEN-MODEL-03510,SN-0000003510,TAG-003510,,2631.14,LKR,2408.35,USD,Lease,PO-2025-6941,Purchase details for Asset 3510,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",326.59,5 years,Usage based,2030-10-08,Days,19426,INS003510,2027-05-07,9,Day,256.06,Straightline,2025-08-11,16.22,25,IBM,ffd,Negombo test,7.4661,80.223,5,Electronics,Laptops,"Network,High Priority,Maintenance"
Asset 3511,Tangible assets,APPLE-MODEL-03511,SN-0000003511,TAG-003511,,2554.08,LKR,2376.1,GBP,Purchase,PO-2025-4223,Purchase details for Asset 3511,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",315.27,3 years,Usage based,2028-01-07,Cycles,10489,INS003511,2026-12-25,6,Day,373.13,Declining Balance,2025-06-19,37.37,47,Lenovo,ffd,Negombo test,7.1437,80.1114,3,IT Equipment,Laptops,"Hardware,Standard,Reserve"
Asset 3512,Intangible assets,DELL-MODEL-03512,SN-0000003512,TAG-003512,,6498.88,USD,5741.1,USD,Lease,PO-2025-3785,Purchase details for Asset 3512,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",880.45,4 years,Time based,2030-07-26,Cycles,24530,INS003512,2027-12-21,10,Month,561.84,Straightline,2025-11-10,38.24,19,Dell Inc.,Chamod Randeni,Negombo test,7.118,79.9808,4,Machinery,Servers,"Software,Low Priority,Standby"
Asset 3513,Intangible assets,LEN-MODEL-03513,SN-0000003513,TAG-003513,,3421.38,LKR,3199.49,LKR,Lease,PO-2025-8575,Purchase details for Asset 3513,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",357.82,5 years,Time based,2030-08-29,Cycles,49920,INS003513,2028-03-06,4,Year,765.89,Straightline,2025-01-06,22.0,92,Cisco Systems,Chamod Randeni,Negombo test,6.6577,80.1445,3,Software,Tablets,"Hardware,Standard,Reserve"
Asset 3514,Operating assets,CISCO-MODEL-03514,SN-0000003514,TAG-003514,,1987.48,USD,1837.48,EUR,Purchase,PO-2025-6389,Purchase details for Asset 3514,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",267.82,2 years,Usage based,2027-09-02,Cycles,6268,INS003514,2028-02-08,8,Hour,214.96,Declining Balance,2025-12-25,31.33,13,SAP,ffd,Negombo test,6.5483,79.7589,1,Electronics,Desktops,"Network,High Priority,Maintenance"
Asset 3515,Operating assets,HP-MODEL-03515,SN-0000003515,TAG-003515,,6305.0,EUR,5631.15,USD,Purchase,PO-2025-5547,Purchase details for Asset 3515,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",884.75,2 years,Combined,2030-05-09,Cycles,41924,INS003515,2027-03-27,10,Day,542.02,Declining Balance,2025-11-03,17.18,81,Apple Inc.,Chamod Randeni,Negombo test,7.3424,80.3761,3,IT Equipment,Servers,"Network,High Priority,Maintenance"
Asset 3516,Tangible assets,HP-MODEL-03516,SN-0000003516,TAG-003516,,7348.22,LKR,6921.54,GBP,Lease,PO-2025-2788,Purchase details for Asset 3516,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1036.35,2 years,Combined,2030-03-19,Hours,47289,INS003516,2026-01-14,8,Hour,788.98,Straightline,2025-05-13,21.04,72,SAP,ffd,Negombo test,6.7288,80.3378,5,Machinery,Laptops,"IT,Critical,Active"
Asset 3517,Tangible assets,LEN-MODEL-03517,SN-0000003517,TAG-003517,,3098.8,GBP,2844.12,EUR,Purchase,PO-2025-9395,Purchase details for Asset 3517,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",458.61,5 years,Time based,2028-10-29,Days,39193,INS003517,2028-09-26,7,Day,377.17,Straightline,2024-12-15,14.27,66,Lenovo,ffd,Negombo test,6.9002,79.7184,3,Machinery,Monitors,"Hardware,Standard,Reserve"
Asset 3518,Operating assets,HP-MODEL-03518,SN-0000003518,TAG-003518,,2950.76,USD,2553.08,USD,Lease,PO-2025-7882,Purchase details for Asset 3518,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",310.12,1 years,Time based,2028-06-17,Kilometers,3270,INS003518,2026-04-08,12,Day,220.05,Declining Balance,2025-07-30,37.1,51,SAP,ffd,Negombo test,6.89,79.9927,1,IT Equipment,Routers,"Software,Low Priority,Standby"
Asset 3519,Intangible assets,LEN-MODEL-03519,SN-0000003519,TAG-003519,,5228.88,GBP,4534.46,USD,Purchase,PO-2025-8680,Purchase details for Asset 3519,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",754.23,3 years,Combined,2028-04-03,Days,27414,INS003519,2026-05-25,11,Hour,406.79,Declining Balance,2025-01-12,38.66,59,Samsung,Chamod Randeni,Negombo test,6.6078,79.9125,4,Software,Monitors,"Network,High Priority,Maintenance"
Asset 3520,Tangible assets,APPLE-MODEL-03520,SN-0000003520,TAG-003520,,6401.14,USD,5997.92,LKR,Purchase,PO-2025-7466,Purchase details for Asset 3520,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",769.66,4 years,Usage based,2028-06-10,Kilometers,42457,INS003520,2027-11-19,3,Month,1877.16,Declining Balance,2024-07-23,17.77,86,IBM,Chamod Randeni,Negombo test,6.5363,80.3633,4,IT Equipment,Servers,"Software,Low Priority,Standby"
Asset 3521,Intangible assets,LEN-MODEL-03521,SN-0000003521,TAG-003521,,7240.42,GBP,6457.75,USD,Hire,PO-2025-1363,Purchase details for Asset 3521,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",886.58,4 years,Combined,2027-11-29,Cycles,19329,INS003521,2028-11-26,11,Month,577.62,Declining Balance,2024-01-20,17.52,61,Samsung,ffd,Negombo test,7.1887,80.2678,1,Network Equipment,Tablets,"Software,Low Priority,Standby"
Asset 3522,Operating assets,HP-MODEL-03522,SN-0000003522,TAG-003522,,3678.91,USD,3453.21,USD,Hire,PO-2025-7699,Purchase details for Asset 3522,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",405.73,1 years,Time based,2030-09-26,Days,11217,INS003522,2026-04-26,12,Hour,272.76,Declining Balance,2024-06-20,25.9,19,Lenovo,Chamod Randeni,Negombo test,7.2959,80.2625,4,Network Equipment,Printers,"IT,Critical,Active"
Asset 3523,Intangible assets,LEN-MODEL-03523,SN-0000003523,TAG-003523,,3022.83,EUR,2864.69,LKR,Lease,PO-2025-4629,Purchase details for Asset 3523,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",318.76,3 years,Combined,2029-12-03,Cycles,8514,INS003523,2026-03-17,12,Hour,225.34,Straightline,2025-09-03,28.27,97,IBM,Chamod Randeni,Negombo test,6.9392,80.2661,4,IT Equipment,Laptops,"IT,Critical,Active"
Asset 3524,Operating assets,LEN-MODEL-03524,SN-0000003524,TAG-003524,,727.19,GBP,676.8,GBP,Hire,PO-2025-3983,Purchase details for Asset 3524,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",75.35,4 years,Combined,2027-09-15,Days,8947,INS003524,2028-05-03,14,Year,46.56,Units of Production,2025-01-31,20.84,34,Lenovo,ffd,Negombo test,6.8834,79.7696,5,Furniture,Tablets,"Hardware,Standard,Reserve"
Asset 3525,Intangible assets,LEN-MODEL-03525,SN-0000003525,TAG-003525,,9361.08,EUR,8078.37,USD,Hire,PO-2025-8423,Purchase details for Asset 3525,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",1259.25,1 years,Combined,2030-04-30,Hours,29119,INS003525,2028-06-18,15,Year,540.12,Units of Production,2025-01-14,29.55,56,Cisco Systems,Chamod Randeni,Negombo test,7.357,79.7278,1,Network Equipment,Tablets,"IT,Critical,Active"
Asset 3526,Tangible assets,DELL-MODEL-03526,SN-0000003526,TAG-003526,,1829.47,EUR,1562.45,EUR,Purchase,PO-2025-1836,Purchase details for Asset 3526,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",214.2,5 years,Usage based,2027-01-21,Hours,48920,INS003526,2027-08-05,10,Month,161.53,Sum of the Years Digits,2025-06-20,10.43,64,HP Inc.,ffd,Negombo test,6.8173,79.939,2,Furniture,Monitors,"Network,High Priority,Maintenance"
Asset 3527,Tangible assets,CISCO-MODEL-03527,SN-0000003527,TAG-003527,,1843.09,EUR,1594.55,EUR,Rent,PO-2025-1130,Purchase details for Asset 3527,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",219.9,5 years,Combined,2030-08-09,Days,44811,INS003527,2027-06-06,15,Hour,108.21,Sum of the Years Digits,2025-07-29,17.38,97,Dell Inc.,ffd,Negombo test,6.6179,80.0839,1,Software,Tablets,"IT,Critical,Active"
Asset 3528,Tangible assets,DELL-MODEL-03528,SN-0000003528,TAG-003528,,3671.81,GBP,3268.17,USD,Hire,PO-2025-1740,Purchase details for Asset 3528,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",436.28,3 years,Usage based,2030-02-15,Days,22625,INS003528,2026-01-18,11,Year,294.14,Sum of the Years Digits,2024-04-11,10.21,57,IBM,Chamod Randeni,Negombo test,7.0563,80.2838,2,Network Equipment,Tablets,"Software,Low Priority,Standby"
Asset 3529,Tangible assets,HP-MODEL-03529,SN-0000003529,TAG-003529,,8157.13,USD,7252.23,LKR,Rent,PO-2025-6425,Purchase details for Asset 3529,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1047.82,5 years,Usage based,2027-10-30,Cycles,25157,INS003529,2026-11-21,14,Hour,507.81,Units of Production,2024-12-17,24.58,11,Oracle,Chamod Randeni,Negombo test,7.0312,79.8985,5,Software,Routers,"Software,Low Priority,Standby"
Asset 3530,Operating assets,APPLE-MODEL-03530,SN-0000003530,TAG-003530,,9766.42,EUR,8575.42,EUR,Purchase,PO-2025-6410,Purchase details for Asset 3530,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",978.95,4 years,Time based,2028-10-05,Cycles,36467,INS003530,2028-09-28,14,Day,627.68,Straightline,2024-12-17,38.31,65,Dell Inc.,ffd,Negombo test,6.8622,80.0679,2,Electronics,Printers,"IT,Critical,Active"
Asset 3531,Intangible assets,LEN-MODEL-03531,SN-0000003531,TAG-003531,,9290.29,EUR,7949.53,LKR,Hire,PO-2025-2920,Purchase details for Asset 3531,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",1314.1,3 years,Usage based,2030-08-23,Days,8105,INS003531,2027-04-20,3,Hour,2658.73,Sum of the Years Digits,2024-12-26,38.81,83,Dell Inc.,ffd,Negombo test,7.086,80.3566,5,Tools,Tablets,"Software,Low Priority,Standby"
Asset 3532,Intangible assets,LEN-MODEL-03532,SN-0000003532,TAG-003532,,6025.29,USD,5525.97,EUR,Purchase,PO-2025-2281,Purchase details for Asset 3532,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",693.5,2 years,Usage based,2029-07-19,Days,9283,INS003532,2028-05-24,3,Hour,1777.26,Straightline,2024-01-05,24.58,67,Apple Inc.,ffd,Negombo test,6.7559,79.7565,2,Network Equipment,Monitors,"IT,Critical,Active"
Asset 3533,Intangible assets,DELL-MODEL-03533,SN-0000003533,TAG-003533,,2920.37,LKR,2544.13,LKR,Rent,PO-2025-6818,Purchase details for Asset 3533,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",420.36,4 years,Combined,2030-09-15,Kilometers,20890,INS003533,2028-05-08,3,Month,833.34,Straightline,2024-09-25,10.68,41,HP Inc.,ffd,Negombo test,7.014,80.2105,3,Furniture,Monitors,"Software,Low Priority,Standby"
Asset 3534,Operating assets,DELL-MODEL-03534,SN-0000003534,TAG-003534,,9967.22,GBP,9234.78,GBP,Rent,PO-2025-8702,Purchase details for Asset 3534,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1095.08,2 years,Combined,2028-02-13,Hours,18789,INS003534,2027-08-29,6,Day,1478.69,Sum of the Years Digits,2024-08-15,26.13,67,Cisco Systems,ffd,Negombo test,6.722,79.838,1,Furniture,Monitors,"Network,High Priority,Maintenance"
Asset 3535,Intangible assets,LEN-MODEL-03535,SN-0000003535,TAG-003535,,8949.0,LKR,8057.44,EUR,Lease,PO-2025-7172,Purchase details for Asset 3535,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",998.92,5 years,Time based,2027-03-01,Hours,14738,INS003535,2028-09-03,9,Day,883.34,Straightline,2024-03-10,14.46,11,Microsoft,Chamod Randeni,Negombo test,7.3213,79.5997,3,IT Equipment,Monitors,"Software,Low Priority,Standby"
Asset 3536,Tangible assets,CISCO-MODEL-03536,SN-0000003536,TAG-003536,,4206.38,EUR,3784.12,EUR,Lease,PO-2025-7632,Purchase details for Asset 3536,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",533.4,3 years,Usage based,2028-05-10,Kilometers,33040,INS003536,2028-04-14,5,Year,734.6,Declining Balance,2024-09-30,39.02,36,Dell Inc.,ffd,Negombo test,7.1069,80.4234,4,Network Equipment,Routers,"Software,Low Priority,Standby"
