name,asset_type_name,description
Category 3781,Tangible assets,Description for category 3781
Category 3782,Tangible assets,Description for category 3782
Category 3783,Intangible assets,Description for category 3783
Category 3784,Intangible assets,Description for category 3784
Category 3785,Tangible assets,Description for category 3785
Category 3786,Tangible assets,Description for category 3786
Category 3787,Tangible assets,Description for category 3787
Category 3788,Operating assets,Description for category 3788
Category 3789,Tangible assets,Description for category 3789
Category 3790,Intangible assets,Description for category 3790
Category 3791,Intangible assets,Description for category 3791
Category 3792,Intangible assets,Description for category 3792
Category 3793,Intangible assets,Description for category 3793
Category 3794,Intangible assets,Description for category 3794
Category 3795,Intangible assets,Description for category 3795
Category 3796,Intangible assets,Description for category 3796
Category 3797,Tangible assets,Description for category 3797
Category 3798,Intangible assets,Description for category 3798
Category 3799,Tangible assets,Description for category 3799
Category 3800,Operating assets,Description for category 3800
Category 3801,Intangible assets,Description for category 3801
Category 3802,Operating assets,Description for category 3802
Category 3803,Tangible assets,Description for category 3803
Category 3804,Intangible assets,Description for category 3804
Category 3805,Intangible assets,Description for category 3805
Category 3806,Operating assets,Description for category 3806
Category 3807,Operating assets,Description for category 3807
Category 3808,Operating assets,Description for category 3808
Category 3809,Operating assets,Description for category 3809
Category 3810,Intangible assets,Description for category 3810
Category 3811,Intangible assets,Description for category 3811
Category 3812,Operating assets,Description for category 3812
Category 3813,Tangible assets,Description for category 3813
Category 3814,Tangible assets,Description for category 3814
Category 3815,Tangible assets,Description for category 3815
Category 3816,Tangible assets,Description for category 3816
Category 3817,Tangible assets,Description for category 3817
Category 3818,Tangible assets,Description for category 3818
Category 3819,Operating assets,Description for category 3819
Category 3820,Intangible assets,Description for category 3820
Category 3821,Intangible assets,Description for category 3821
Category 3822,Intangible assets,Description for category 3822
Category 3823,Tangible assets,Description for category 3823
Category 3824,Tangible assets,Description for category 3824
Category 3825,Intangible assets,Description for category 3825
Category 3826,Tangible assets,Description for category 3826
Category 3827,Intangible assets,Description for category 3827
Category 3828,Tangible assets,Description for category 3828
Category 3829,Operating assets,Description for category 3829
Category 3830,Intangible assets,Description for category 3830
Category 3831,Operating assets,Description for category 3831
Category 3832,Operating assets,Description for category 3832
Category 3833,Operating assets,Description for category 3833
Category 3834,Intangible assets,Description for category 3834
Category 3835,Intangible assets,Description for category 3835
Category 3836,Intangible assets,Description for category 3836
Category 3837,Intangible assets,Description for category 3837
Category 3838,Operating assets,Description for category 3838
Category 3839,Intangible assets,Description for category 3839
Category 3840,Intangible assets,Description for category 3840
Category 3841,Intangible assets,Description for category 3841
Category 3842,Operating assets,Description for category 3842
Category 3843,Operating assets,Description for category 3843
Category 3844,Intangible assets,Description for category 3844
Category 3845,Operating assets,Description for category 3845
Category 3846,Intangible assets,Description for category 3846
Category 3847,Operating assets,Description for category 3847
Category 3848,Intangible assets,Description for category 3848
Category 3849,Operating assets,Description for category 3849
Category 3850,Operating assets,Description for category 3850
Category 3851,Intangible assets,Description for category 3851
Category 3852,Tangible assets,Description for category 3852
Category 3853,Intangible assets,Description for category 3853
Category 3854,Intangible assets,Description for category 3854
Category 3855,Intangible assets,Description for category 3855
Category 3856,Tangible assets,Description for category 3856
Category 3857,Tangible assets,Description for category 3857
Category 3858,Tangible assets,Description for category 3858
Category 3859,Tangible assets,Description for category 3859
Category 3860,Intangible assets,Description for category 3860
Category 3861,Intangible assets,Description for category 3861
Category 3862,Tangible assets,Description for category 3862
Category 3863,Tangible assets,Description for category 3863
Category 3864,Intangible assets,Description for category 3864
Category 3865,Intangible assets,Description for category 3865
Category 3866,Intangible assets,Description for category 3866
Category 3867,Tangible assets,Description for category 3867
Category 3868,Operating assets,Description for category 3868
Category 3869,Operating assets,Description for category 3869
Category 3870,Operating assets,Description for category 3870
Category 3871,Intangible assets,Description for category 3871
Category 3872,Intangible assets,Description for category 3872
Category 3873,Intangible assets,Description for category 3873
Category 3874,Operating assets,Description for category 3874
Category 3875,Operating assets,Description for category 3875
Category 3876,Operating assets,Description for category 3876
Category 3877,Operating assets,Description for category 3877
Category 3878,Operating assets,Description for category 3878
Category 3879,Tangible assets,Description for category 3879
Category 3880,Intangible assets,Description for category 3880
Category 3881,Operating assets,Description for category 3881
Category 3882,Intangible assets,Description for category 3882
Category 3883,Operating assets,Description for category 3883
Category 3884,Operating assets,Description for category 3884
Category 3885,Intangible assets,Description for category 3885
Category 3886,Intangible assets,Description for category 3886
Category 3887,Tangible assets,Description for category 3887
Category 3888,Intangible assets,Description for category 3888
Category 3889,Operating assets,Description for category 3889
Category 3890,Intangible assets,Description for category 3890
Category 3891,Intangible assets,Description for category 3891
Category 3892,Operating assets,Description for category 3892
Category 3893,Tangible assets,Description for category 3893
Category 3894,Operating assets,Description for category 3894
Category 3895,Intangible assets,Description for category 3895
Category 3896,Tangible assets,Description for category 3896
Category 3897,Tangible assets,Description for category 3897
Category 3898,Tangible assets,Description for category 3898
Category 3899,Intangible assets,Description for category 3899
Category 3900,Tangible assets,Description for category 3900
Category 3901,Tangible assets,Description for category 3901
Category 3902,Intangible assets,Description for category 3902
Category 3903,Tangible assets,Description for category 3903
Category 3904,Tangible assets,Description for category 3904
Category 3905,Intangible assets,Description for category 3905
Category 3906,Tangible assets,Description for category 3906
Category 3907,Intangible assets,Description for category 3907
Category 3908,Operating assets,Description for category 3908
Category 3909,Intangible assets,Description for category 3909
Category 3910,Intangible assets,Description for category 3910
Category 3911,Operating assets,Description for category 3911
Category 3912,Tangible assets,Description for category 3912
Category 3913,Operating assets,Description for category 3913
Category 3914,Tangible assets,Description for category 3914
Category 3915,Tangible assets,Description for category 3915
Category 3916,Operating assets,Description for category 3916
Category 3917,Intangible assets,Description for category 3917
Category 3918,Tangible assets,Description for category 3918
Category 3919,Tangible assets,Description for category 3919
Category 3920,Operating assets,Description for category 3920
Category 3921,Intangible assets,Description for category 3921
Category 3922,Intangible assets,Description for category 3922
Category 3923,Operating assets,Description for category 3923
Category 3924,Intangible assets,Description for category 3924
Category 3925,Intangible assets,Description for category 3925
Category 3926,Operating assets,Description for category 3926
Category 3927,Operating assets,Description for category 3927
Category 3928,Operating assets,Description for category 3928
Category 3929,Intangible assets,Description for category 3929
Category 3930,Operating assets,Description for category 3930
Category 3931,Tangible assets,Description for category 3931
Category 3932,Operating assets,Description for category 3932
Category 3933,Intangible assets,Description for category 3933
Category 3934,Tangible assets,Description for category 3934
Category 3935,Intangible assets,Description for category 3935
Category 3936,Intangible assets,Description for category 3936
Category 3937,Intangible assets,Description for category 3937
Category 3938,Tangible assets,Description for category 3938
Category 3939,Operating assets,Description for category 3939
Category 3940,Tangible assets,Description for category 3940
Category 3941,Tangible assets,Description for category 3941
Category 3942,Tangible assets,Description for category 3942
Category 3943,Intangible assets,Description for category 3943
Category 3944,Operating assets,Description for category 3944
Category 3945,Operating assets,Description for category 3945
Category 3946,Intangible assets,Description for category 3946
Category 3947,Operating assets,Description for category 3947
Category 3948,Intangible assets,Description for category 3948
Category 3949,Operating assets,Description for category 3949
Category 3950,Tangible assets,Description for category 3950
Category 3951,Intangible assets,Description for category 3951
Category 3952,Tangible assets,Description for category 3952
Category 3953,Tangible assets,Description for category 3953
Category 3954,Tangible assets,Description for category 3954
Category 3955,Tangible assets,Description for category 3955
Category 3956,Intangible assets,Description for category 3956
Category 3957,Tangible assets,Description for category 3957
Category 3958,Intangible assets,Description for category 3958
Category 3959,Intangible assets,Description for category 3959
Category 3960,Tangible assets,Description for category 3960
Category 3961,Operating assets,Description for category 3961
Category 3962,Intangible assets,Description for category 3962
Category 3963,Tangible assets,Description for category 3963
Category 3964,Operating assets,Description for category 3964
Category 3965,Tangible assets,Description for category 3965
Category 3966,Intangible assets,Description for category 3966
Category 3967,Operating assets,Description for category 3967
Category 3968,Tangible assets,Description for category 3968
Category 3969,Tangible assets,Description for category 3969
Category 3970,Intangible assets,Description for category 3970
Category 3971,Intangible assets,Description for category 3971
Category 3972,Tangible assets,Description for category 3972
Category 3973,Operating assets,Description for category 3973
Category 3974,Operating assets,Description for category 3974
Category 3975,Tangible assets,Description for category 3975
Category 3976,Intangible assets,Description for category 3976
Category 3977,Tangible assets,Description for category 3977
Category 3978,Tangible assets,Description for category 3978
Category 3979,Intangible assets,Description for category 3979
Category 3980,Operating assets,Description for category 3980
Category 3981,Intangible assets,Description for category 3981
Category 3982,Tangible assets,Description for category 3982
Category 3983,Intangible assets,Description for category 3983
Category 3984,Intangible assets,Description for category 3984
Category 3985,Operating assets,Description for category 3985
Category 3986,Tangible assets,Description for category 3986
Category 3987,Tangible assets,Description for category 3987
Category 3988,Operating assets,Description for category 3988
Category 3989,Operating assets,Description for category 3989
Category 3990,Tangible assets,Description for category 3990
Category 3991,Intangible assets,Description for category 3991
Category 3992,Tangible assets,Description for category 3992
Category 3993,Tangible assets,Description for category 3993
Category 3994,Operating assets,Description for category 3994
Category 3995,Intangible assets,Description for category 3995
Category 3996,Tangible assets,Description for category 3996
Category 3997,Tangible assets,Description for category 3997
Category 3998,Intangible assets,Description for category 3998
Category 3999,Tangible assets,Description for category 3999
Category 4000,Tangible assets,Description for category 4000
Category 4001,Tangible assets,Description for category 4001
Category 4002,Intangible assets,Description for category 4002
Category 4003,Operating assets,Description for category 4003
Category 4004,Operating assets,Description for category 4004
Category 4005,Intangible assets,Description for category 4005
Category 4006,Operating assets,Description for category 4006
Category 4007,Tangible assets,Description for category 4007
Category 4008,Intangible assets,Description for category 4008
Category 4009,Intangible assets,Description for category 4009
Category 4010,Intangible assets,Description for category 4010
Category 4011,Tangible assets,Description for category 4011
Category 4012,Intangible assets,Description for category 4012
Category 4013,Intangible assets,Description for category 4013
Category 4014,Operating assets,Description for category 4014
Category 4015,Intangible assets,Description for category 4015
Category 4016,Tangible assets,Description for category 4016
Category 4017,Operating assets,Description for category 4017
Category 4018,Operating assets,Description for category 4018
Category 4019,Intangible assets,Description for category 4019
Category 4020,Operating assets,Description for category 4020
Category 4021,Operating assets,Description for category 4021
Category 4022,Tangible assets,Description for category 4022
Category 4023,Tangible assets,Description for category 4023
Category 4024,Tangible assets,Description for category 4024
Category 4025,Operating assets,Description for category 4025
Category 4026,Tangible assets,Description for category 4026
Category 4027,Operating assets,Description for category 4027
Category 4028,Intangible assets,Description for category 4028
Category 4029,Intangible assets,Description for category 4029
Category 4030,Intangible assets,Description for category 4030
Category 4031,Tangible assets,Description for category 4031
Category 4032,Intangible assets,Description for category 4032
Category 4033,Intangible assets,Description for category 4033
Category 4034,Tangible assets,Description for category 4034
Category 4035,Tangible assets,Description for category 4035
Category 4036,Intangible assets,Description for category 4036
Category 4037,Intangible assets,Description for category 4037
Category 4038,Operating assets,Description for category 4038
Category 4039,Operating assets,Description for category 4039
Category 4040,Operating assets,Description for category 4040
Category 4041,Intangible assets,Description for category 4041
Category 4042,Tangible assets,Description for category 4042
Category 4043,Operating assets,Description for category 4043
Category 4044,Intangible assets,Description for category 4044
Category 4045,Intangible assets,Description for category 4045
Category 4046,Intangible assets,Description for category 4046
Category 4047,Tangible assets,Description for category 4047
Category 4048,Tangible assets,Description for category 4048
Category 4049,Tangible assets,Description for category 4049
Category 4050,Operating assets,Description for category 4050
Category 4051,Intangible assets,Description for category 4051
Category 4052,Tangible assets,Description for category 4052
Category 4053,Intangible assets,Description for category 4053
Category 4054,Intangible assets,Description for category 4054
Category 4055,Operating assets,Description for category 4055
Category 4056,Operating assets,Description for category 4056
Category 4057,Tangible assets,Description for category 4057
Category 4058,Operating assets,Description for category 4058
Category 4059,Operating assets,Description for category 4059
Category 4060,Intangible assets,Description for category 4060
Category 4061,Tangible assets,Description for category 4061
Category 4062,Operating assets,Description for category 4062
Category 4063,Tangible assets,Description for category 4063
Category 4064,Intangible assets,Description for category 4064
Category 4065,Intangible assets,Description for category 4065
Category 4066,Tangible assets,Description for category 4066
Category 4067,Intangible assets,Description for category 4067
Category 4068,Tangible assets,Description for category 4068
Category 4069,Operating assets,Description for category 4069
Category 4070,Tangible assets,Description for category 4070
Category 4071,Tangible assets,Description for category 4071
Category 4072,Tangible assets,Description for category 4072
Category 4073,Operating assets,Description for category 4073
Category 4074,Tangible assets,Description for category 4074
Category 4075,Operating assets,Description for category 4075
Category 4076,Operating assets,Description for category 4076
Category 4077,Tangible assets,Description for category 4077
Category 4078,Tangible assets,Description for category 4078
Category 4079,Intangible assets,Description for category 4079
Category 4080,Tangible assets,Description for category 4080
Category 4081,Intangible assets,Description for category 4081
Category 4082,Intangible assets,Description for category 4082
Category 4083,Tangible assets,Description for category 4083
Category 4084,Operating assets,Description for category 4084
Category 4085,Tangible assets,Description for category 4085
Category 4086,Operating assets,Description for category 4086
Category 4087,Operating assets,Description for category 4087
Category 4088,Operating assets,Description for category 4088
Category 4089,Intangible assets,Description for category 4089
Category 4090,Intangible assets,Description for category 4090
Category 4091,Operating assets,Description for category 4091
Category 4092,Intangible assets,Description for category 4092
Category 4093,Tangible assets,Description for category 4093
Category 4094,Operating assets,Description for category 4094
Category 4095,Tangible assets,Description for category 4095
Category 4096,Intangible assets,Description for category 4096
Category 4097,Operating assets,Description for category 4097
Category 4098,Intangible assets,Description for category 4098
Category 4099,Intangible assets,Description for category 4099
Category 4100,Intangible assets,Description for category 4100
Category 4101,Operating assets,Description for category 4101
Category 4102,Intangible assets,Description for category 4102
Category 4103,Intangible assets,Description for category 4103
Category 4104,Intangible assets,Description for category 4104
Category 4105,Tangible assets,Description for category 4105
Category 4106,Tangible assets,Description for category 4106
Category 4107,Intangible assets,Description for category 4107
Category 4108,Operating assets,Description for category 4108
Category 4109,Tangible assets,Description for category 4109
Category 4110,Operating assets,Description for category 4110
Category 4111,Operating assets,Description for category 4111
Category 4112,Tangible assets,Description for category 4112
Category 4113,Tangible assets,Description for category 4113
Category 4114,Operating assets,Description for category 4114
Category 4115,Operating assets,Description for category 4115
Category 4116,Operating assets,Description for category 4116
Category 4117,Operating assets,Description for category 4117
Category 4118,Intangible assets,Description for category 4118
Category 4119,Intangible assets,Description for category 4119
Category 4120,Tangible assets,Description for category 4120
Category 4121,Intangible assets,Description for category 4121
Category 4122,Intangible assets,Description for category 4122
Category 4123,Operating assets,Description for category 4123
Category 4124,Tangible assets,Description for category 4124
Category 4125,Operating assets,Description for category 4125
Category 4126,Tangible assets,Description for category 4126
Category 4127,Intangible assets,Description for category 4127
Category 4128,Operating assets,Description for category 4128
Category 4129,Intangible assets,Description for category 4129
Category 4130,Tangible assets,Description for category 4130
Category 4131,Operating assets,Description for category 4131
Category 4132,Intangible assets,Description for category 4132
Category 4133,Operating assets,Description for category 4133
Category 4134,Intangible assets,Description for category 4134
Category 4135,Tangible assets,Description for category 4135
Category 4136,Operating assets,Description for category 4136
Category 4137,Intangible assets,Description for category 4137
Category 4138,Operating assets,Description for category 4138
Category 4139,Intangible assets,Description for category 4139
Category 4140,Intangible assets,Description for category 4140
Category 4141,Tangible assets,Description for category 4141
Category 4142,Intangible assets,Description for category 4142
Category 4143,Tangible assets,Description for category 4143
Category 4144,Operating assets,Description for category 4144
Category 4145,Intangible assets,Description for category 4145
Category 4146,Operating assets,Description for category 4146
Category 4147,Operating assets,Description for category 4147
Category 4148,Operating assets,Description for category 4148
Category 4149,Operating assets,Description for category 4149
Category 4150,Operating assets,Description for category 4150
Category 4151,Operating assets,Description for category 4151
Category 4152,Operating assets,Description for category 4152
Category 4153,Intangible assets,Description for category 4153
Category 4154,Operating assets,Description for category 4154
Category 4155,Intangible assets,Description for category 4155
Category 4156,Intangible assets,Description for category 4156
Category 4157,Tangible assets,Description for category 4157
Category 4158,Intangible assets,Description for category 4158
Category 4159,Intangible assets,Description for category 4159
Category 4160,Intangible assets,Description for category 4160
Category 4161,Operating assets,Description for category 4161
Category 4162,Operating assets,Description for category 4162
Category 4163,Operating assets,Description for category 4163
Category 4164,Tangible assets,Description for category 4164
Category 4165,Intangible assets,Description for category 4165
Category 4166,Intangible assets,Description for category 4166
Category 4167,Tangible assets,Description for category 4167
Category 4168,Tangible assets,Description for category 4168
Category 4169,Operating assets,Description for category 4169
Category 4170,Tangible assets,Description for category 4170
Category 4171,Tangible assets,Description for category 4171
Category 4172,Intangible assets,Description for category 4172
Category 4173,Tangible assets,Description for category 4173
Category 4174,Intangible assets,Description for category 4174
Category 4175,Tangible assets,Description for category 4175
Category 4176,Intangible assets,Description for category 4176
Category 4177,Intangible assets,Description for category 4177
Category 4178,Intangible assets,Description for category 4178
Category 4179,Operating assets,Description for category 4179
Category 4180,Intangible assets,Description for category 4180
Category 4181,Intangible assets,Description for category 4181
Category 4182,Operating assets,Description for category 4182
Category 4183,Intangible assets,Description for category 4183
Category 4184,Intangible assets,Description for category 4184
Category 4185,Operating assets,Description for category 4185
Category 4186,Tangible assets,Description for category 4186
Category 4187,Intangible assets,Description for category 4187
Category 4188,Intangible assets,Description for category 4188
Category 4189,Operating assets,Description for category 4189
Category 4190,Intangible assets,Description for category 4190
Category 4191,Operating assets,Description for category 4191
Category 4192,Tangible assets,Description for category 4192
Category 4193,Intangible assets,Description for category 4193
Category 4194,Intangible assets,Description for category 4194
Category 4195,Intangible assets,Description for category 4195
Category 4196,Operating assets,Description for category 4196
Category 4197,Tangible assets,Description for category 4197
Category 4198,Operating assets,Description for category 4198
Category 4199,Intangible assets,Description for category 4199
Category 4200,Tangible assets,Description for category 4200
Category 4201,Tangible assets,Description for category 4201
Category 4202,Intangible assets,Description for category 4202
Category 4203,Operating assets,Description for category 4203
Category 4204,Tangible assets,Description for category 4204
Category 4205,Operating assets,Description for category 4205
Category 4206,Operating assets,Description for category 4206
Category 4207,Intangible assets,Description for category 4207
Category 4208,Tangible assets,Description for category 4208
Category 4209,Operating assets,Description for category 4209
Category 4210,Tangible assets,Description for category 4210
Category 4211,Intangible assets,Description for category 4211
Category 4212,Intangible assets,Description for category 4212
Category 4213,Operating assets,Description for category 4213
Category 4214,Intangible assets,Description for category 4214
Category 4215,Tangible assets,Description for category 4215
Category 4216,Operating assets,Description for category 4216
Category 4217,Intangible assets,Description for category 4217
Category 4218,Operating assets,Description for category 4218
Category 4219,Operating assets,Description for category 4219
Category 4220,Operating assets,Description for category 4220
Category 4221,Operating assets,Description for category 4221
Category 4222,Intangible assets,Description for category 4222
Category 4223,Tangible assets,Description for category 4223
Category 4224,Intangible assets,Description for category 4224
Category 4225,Operating assets,Description for category 4225
Category 4226,Intangible assets,Description for category 4226
Category 4227,Operating assets,Description for category 4227
Category 4228,Operating assets,Description for category 4228
Category 4229,Intangible assets,Description for category 4229
Category 4230,Operating assets,Description for category 4230
Category 4231,Operating assets,Description for category 4231
Category 4232,Intangible assets,Description for category 4232
Category 4233,Intangible assets,Description for category 4233
Category 4234,Tangible assets,Description for category 4234
Category 4235,Intangible assets,Description for category 4235
Category 4236,Intangible assets,Description for category 4236
Category 4237,Tangible assets,Description for category 4237
Category 4238,Operating assets,Description for category 4238
Category 4239,Intangible assets,Description for category 4239
Category 4240,Operating assets,Description for category 4240
Category 4241,Operating assets,Description for category 4241
Category 4242,Tangible assets,Description for category 4242
Category 4243,Tangible assets,Description for category 4243
Category 4244,Tangible assets,Description for category 4244
Category 4245,Intangible assets,Description for category 4245
Category 4246,Operating assets,Description for category 4246
Category 4247,Intangible assets,Description for category 4247
Category 4248,Operating assets,Description for category 4248
Category 4249,Intangible assets,Description for category 4249
Category 4250,Tangible assets,Description for category 4250
Category 4251,Intangible assets,Description for category 4251
Category 4252,Tangible assets,Description for category 4252
Category 4253,Intangible assets,Description for category 4253
Category 4254,Intangible assets,Description for category 4254
Category 4255,Tangible assets,Description for category 4255
Category 4256,Operating assets,Description for category 4256
Category 4257,Operating assets,Description for category 4257
Category 4258,Operating assets,Description for category 4258
Category 4259,Operating assets,Description for category 4259
Category 4260,Operating assets,Description for category 4260
Category 4261,Tangible assets,Description for category 4261
Category 4262,Tangible assets,Description for category 4262
Category 4263,Operating assets,Description for category 4263
Category 4264,Tangible assets,Description for category 4264
Category 4265,Operating assets,Description for category 4265
Category 4266,Intangible assets,Description for category 4266
Category 4267,Operating assets,Description for category 4267
Category 4268,Tangible assets,Description for category 4268
Category 4269,Operating assets,Description for category 4269
Category 4270,Tangible assets,Description for category 4270
Category 4271,Tangible assets,Description for category 4271
Category 4272,Operating assets,Description for category 4272
Category 4273,Intangible assets,Description for category 4273
Category 4274,Operating assets,Description for category 4274
Category 4275,Operating assets,Description for category 4275
Category 4276,Intangible assets,Description for category 4276
Category 4277,Intangible assets,Description for category 4277
Category 4278,Operating assets,Description for category 4278
Category 4279,Operating assets,Description for category 4279
Category 4280,Intangible assets,Description for category 4280
Category 4281,Tangible assets,Description for category 4281
Category 4282,Operating assets,Description for category 4282
Category 4283,Operating assets,Description for category 4283
Category 4284,Operating assets,Description for category 4284
Category 4285,Intangible assets,Description for category 4285
Category 4286,Intangible assets,Description for category 4286
Category 4287,Operating assets,Description for category 4287
Category 4288,Intangible assets,Description for category 4288
Category 4289,Operating assets,Description for category 4289
Category 4290,Operating assets,Description for category 4290
Category 4291,Tangible assets,Description for category 4291
Category 4292,Intangible assets,Description for category 4292
Category 4293,Intangible assets,Description for category 4293
Category 4294,Tangible assets,Description for category 4294
Category 4295,Operating assets,Description for category 4295
Category 4296,Operating assets,Description for category 4296
Category 4297,Intangible assets,Description for category 4297
Category 4298,Tangible assets,Description for category 4298
Category 4299,Operating assets,Description for category 4299
Category 4300,Tangible assets,Description for category 4300
Category 4301,Tangible assets,Description for category 4301
Category 4302,Operating assets,Description for category 4302
Category 4303,Operating assets,Description for category 4303
Category 4304,Operating assets,Description for category 4304
Category 4305,Intangible assets,Description for category 4305
Category 4306,Operating assets,Description for category 4306
Category 4307,Intangible assets,Description for category 4307
Category 4308,Tangible assets,Description for category 4308
Category 4309,Operating assets,Description for category 4309
Category 4310,Tangible assets,Description for category 4310
Category 4311,Intangible assets,Description for category 4311
Category 4312,Intangible assets,Description for category 4312
Category 4313,Tangible assets,Description for category 4313
Category 4314,Operating assets,Description for category 4314
Category 4315,Operating assets,Description for category 4315
Category 4316,Tangible assets,Description for category 4316
Category 4317,Intangible assets,Description for category 4317
Category 4318,Intangible assets,Description for category 4318
Category 4319,Intangible assets,Description for category 4319
Category 4320,Operating assets,Description for category 4320
Category 4321,Operating assets,Description for category 4321
Category 4322,Operating assets,Description for category 4322
Category 4323,Intangible assets,Description for category 4323
Category 4324,Intangible assets,Description for category 4324
Category 4325,Intangible assets,Description for category 4325
Category 4326,Intangible assets,Description for category 4326
Category 4327,Intangible assets,Description for category 4327
Category 4328,Operating assets,Description for category 4328
Category 4329,Operating assets,Description for category 4329
Category 4330,Intangible assets,Description for category 4330
Category 4331,Operating assets,Description for category 4331
Category 4332,Tangible assets,Description for category 4332
Category 4333,Operating assets,Description for category 4333
Category 4334,Tangible assets,Description for category 4334
Category 4335,Operating assets,Description for category 4335
Category 4336,Tangible assets,Description for category 4336
Category 4337,Tangible assets,Description for category 4337
Category 4338,Tangible assets,Description for category 4338
Category 4339,Tangible assets,Description for category 4339
Category 4340,Operating assets,Description for category 4340
Category 4341,Operating assets,Description for category 4341
Category 4342,Operating assets,Description for category 4342
Category 4343,Operating assets,Description for category 4343
Category 4344,Tangible assets,Description for category 4344
Category 4345,Operating assets,Description for category 4345
Category 4346,Tangible assets,Description for category 4346
Category 4347,Operating assets,Description for category 4347
Category 4348,Tangible assets,Description for category 4348
Category 4349,Intangible assets,Description for category 4349
Category 4350,Operating assets,Description for category 4350
Category 4351,Operating assets,Description for category 4351
Category 4352,Operating assets,Description for category 4352
Category 4353,Intangible assets,Description for category 4353
Category 4354,Operating assets,Description for category 4354
Category 4355,Operating assets,Description for category 4355
Category 4356,Tangible assets,Description for category 4356
Category 4357,Tangible assets,Description for category 4357
Category 4358,Tangible assets,Description for category 4358
Category 4359,Operating assets,Description for category 4359
Category 4360,Intangible assets,Description for category 4360
Category 4361,Operating assets,Description for category 4361
Category 4362,Operating assets,Description for category 4362
Category 4363,Intangible assets,Description for category 4363
Category 4364,Operating assets,Description for category 4364
Category 4365,Operating assets,Description for category 4365
Category 4366,Intangible assets,Description for category 4366
Category 4367,Operating assets,Description for category 4367
Category 4368,Intangible assets,Description for category 4368
Category 4369,Tangible assets,Description for category 4369
Category 4370,Intangible assets,Description for category 4370
Category 4371,Operating assets,Description for category 4371
Category 4372,Operating assets,Description for category 4372
Category 4373,Tangible assets,Description for category 4373
Category 4374,Tangible assets,Description for category 4374
Category 4375,Intangible assets,Description for category 4375
Category 4376,Operating assets,Description for category 4376
Category 4377,Operating assets,Description for category 4377
Category 4378,Operating assets,Description for category 4378
Category 4379,Intangible assets,Description for category 4379
Category 4380,Tangible assets,Description for category 4380
Category 4381,Tangible assets,Description for category 4381
Category 4382,Intangible assets,Description for category 4382
Category 4383,Tangible assets,Description for category 4383
Category 4384,Intangible assets,Description for category 4384
Category 4385,Intangible assets,Description for category 4385
Category 4386,Operating assets,Description for category 4386
Category 4387,Intangible assets,Description for category 4387
Category 4388,Intangible assets,Description for category 4388
Category 4389,Operating assets,Description for category 4389
Category 4390,Tangible assets,Description for category 4390
Category 4391,Tangible assets,Description for category 4391
Category 4392,Tangible assets,Description for category 4392
Category 4393,Tangible assets,Description for category 4393
Category 4394,Operating assets,Description for category 4394
Category 4395,Intangible assets,Description for category 4395
Category 4396,Operating assets,Description for category 4396
Category 4397,Operating assets,Description for category 4397
Category 4398,Operating assets,Description for category 4398
Category 4399,Tangible assets,Description for category 4399
Category 4400,Operating assets,Description for category 4400
Category 4401,Tangible assets,Description for category 4401
Category 4402,Intangible assets,Description for category 4402
Category 4403,Operating assets,Description for category 4403
Category 4404,Operating assets,Description for category 4404
Category 4405,Tangible assets,Description for category 4405
Category 4406,Operating assets,Description for category 4406
Category 4407,Operating assets,Description for category 4407
Category 4408,Tangible assets,Description for category 4408
Category 4409,Operating assets,Description for category 4409
Category 4410,Tangible assets,Description for category 4410
Category 4411,Tangible assets,Description for category 4411
Category 4412,Operating assets,Description for category 4412
Category 4413,Intangible assets,Description for category 4413
Category 4414,Operating assets,Description for category 4414
Category 4415,Tangible assets,Description for category 4415
Category 4416,Intangible assets,Description for category 4416
Category 4417,Tangible assets,Description for category 4417
Category 4418,Tangible assets,Description for category 4418
Category 4419,Tangible assets,Description for category 4419
Category 4420,Tangible assets,Description for category 4420
Category 4421,Tangible assets,Description for category 4421
Category 4422,Tangible assets,Description for category 4422
Category 4423,Intangible assets,Description for category 4423
Category 4424,Operating assets,Description for category 4424
Category 4425,Intangible assets,Description for category 4425
Category 4426,Intangible assets,Description for category 4426
Category 4427,Operating assets,Description for category 4427
Category 4428,Operating assets,Description for category 4428
Category 4429,Intangible assets,Description for category 4429
Category 4430,Operating assets,Description for category 4430
Category 4431,Tangible assets,Description for category 4431
Category 4432,Intangible assets,Description for category 4432
Category 4433,Intangible assets,Description for category 4433
Category 4434,Operating assets,Description for category 4434
Category 4435,Intangible assets,Description for category 4435
Category 4436,Operating assets,Description for category 4436
Category 4437,Tangible assets,Description for category 4437
Category 4438,Tangible assets,Description for category 4438
Category 4439,Intangible assets,Description for category 4439
Category 4440,Operating assets,Description for category 4440
Category 4441,Tangible assets,Description for category 4441
Category 4442,Tangible assets,Description for category 4442
Category 4443,Intangible assets,Description for category 4443
Category 4444,Operating assets,Description for category 4444
Category 4445,Intangible assets,Description for category 4445
Category 4446,Tangible assets,Description for category 4446
Category 4447,Tangible assets,Description for category 4447
Category 4448,Intangible assets,Description for category 4448
Category 4449,Tangible assets,Description for category 4449
Category 4450,Tangible assets,Description for category 4450
Category 4451,Operating assets,Description for category 4451
Category 4452,Tangible assets,Description for category 4452
Category 4453,Tangible assets,Description for category 4453
Category 4454,Tangible assets,Description for category 4454
Category 4455,Intangible assets,Description for category 4455
Category 4456,Tangible assets,Description for category 4456
Category 4457,Intangible assets,Description for category 4457
