item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 4331,Description for Item 4331,Office Supplies,Spare Parts,Perishable,Liter,439.5,EUR,1065.2,USD,1875,177,701,False,False
Item 4332,Description for Item 4332,Furniture,Spare Parts,Perishable,Liter,180.77,GBP,280.32,USD,1944,57,130,False,True
Item 4333,Description for Item 4333,Consumables,Consumables,Digital,Meter,495.03,LKR,766.64,USD,641,55,522,True,False
Item 4334,Description for Item 4334,Electronics,Consumables,Perishable,Kilogram,61.4,GBP,103.46,USD,902,170,674,True,False
Item 4335,Description for Item 4335,Electronics,Consumables,Digital,Meter,31.95,GBP,49.44,GBP,1342,138,318,True,True
Item 4336,Description for Item 4336,Manufacturing Parts,Consumables,Perishable,Piece,402.99,USD,625.59,EUR,529,55,320,False,True
Item 4337,Description for Item 4337,Electronics,Consumables,Non-Perishable,Piece,325.07,GBP,723.08,LKR,1746,85,539,True,True
Item 4338,Description for Item 4338,Consumables,Spare Parts,Perishable,Liter,19.62,LKR,34.41,EUR,1836,58,1037,False,False
Item 4339,Description for Item 4339,Medical Supplies,Consumables,Digital,Liter,34.93,EUR,46.18,EUR,1483,185,1362,True,False
Item 4340,Description for Item 4340,Laboratory Equipment,Consumables,Digital,Liter,577.58,EUR,903.97,LKR,980,82,521,False,True
Item 4341,Description for Item 4341,Medical Supplies,Spare Parts,Perishable,Meter,144.12,GBP,224.15,USD,717,158,611,False,False
Item 4342,Description for Item 4342,Furniture,Consumables,Perishable,Liter,62.95,USD,147.18,GBP,838,155,198,False,True
Item 4343,Description for Item 4343,Laboratory Equipment,Spare Parts,Perishable,Meter,507.04,LKR,980.11,GBP,663,77,282,False,True
Item 4344,Description for Item 4344,Laboratory Equipment,Consumables,Perishable,Liter,561.75,USD,1355.58,USD,601,154,466,True,True
Item 4345,Description for Item 4345,IT Equipment,Spare Parts,Digital,Kilogram,309.45,GBP,698.67,LKR,590,188,198,False,False
Item 4346,Description for Item 4346,Laboratory Equipment,Consumables,Non-Perishable,Liter,219.5,USD,506.6,EUR,1594,161,1010,True,True
Item 4347,Description for Item 4347,Laboratory Equipment,Spare Parts,Digital,Piece,96.6,LKR,219.4,USD,1332,136,210,False,True
Item 4348,Description for Item 4348,Safety Equipment,Consumables,Non-Perishable,Liter,362.96,LKR,521.1,EUR,779,182,670,False,False
Item 4349,Description for Item 4349,Consumables,Spare Parts,Non-Perishable,Piece,801.71,EUR,1132.69,EUR,899,182,694,False,False
Item 4350,Description for Item 4350,Medical Supplies,Spare Parts,Digital,Piece,550.25,EUR,761.8,USD,1764,180,586,False,False
Item 4351,Description for Item 4351,Safety Equipment,Consumables,Digital,Piece,244.48,GBP,352.64,EUR,901,94,324,False,True
Item 4352,Description for Item 4352,IT Equipment,Consumables,Non-Perishable,Kilogram,294.18,EUR,497.06,GBP,504,114,328,False,False
Item 4353,Description for Item 4353,Manufacturing Parts,Spare Parts,Perishable,Meter,207.74,USD,337.81,GBP,1249,161,277,True,True
Item 4354,Description for Item 4354,Laboratory Equipment,Consumables,Digital,Liter,179.45,GBP,374.18,GBP,704,127,482,True,False
Item 4355,Description for Item 4355,Consumables,Consumables,Digital,Liter,118.83,GBP,142.9,LKR,692,186,562,True,True
Item 4356,Description for Item 4356,Manufacturing Parts,Spare Parts,Digital,Meter,231.31,LKR,300.55,EUR,932,131,645,False,False
Item 4357,Description for Item 4357,Consumables,Spare Parts,Non-Perishable,Meter,671.17,GBP,1387.76,LKR,876,152,273,True,True
Item 4358,Description for Item 4358,Manufacturing Parts,Spare Parts,Perishable,Liter,683.57,USD,1506.68,USD,1011,59,651,False,True
Item 4359,Description for Item 4359,Electronics,Consumables,Digital,Kilogram,822.91,EUR,1236.8,USD,1250,113,426,False,True
Item 4360,Description for Item 4360,Manufacturing Parts,Consumables,Non-Perishable,Liter,518.82,GBP,748.21,LKR,1000,51,710,False,True
Item 4361,Description for Item 4361,Consumables,Consumables,Perishable,Piece,956.6,USD,1714.19,GBP,1175,74,781,False,True
Item 4362,Description for Item 4362,Safety Equipment,Spare Parts,Perishable,Kilogram,901.37,LKR,1578.43,GBP,1020,79,547,False,True
Item 4363,Description for Item 4363,Consumables,Consumables,Non-Perishable,Meter,946.24,GBP,1966.87,EUR,1132,142,939,False,True
Item 4364,Description for Item 4364,Tools,Spare Parts,Digital,Meter,617.06,GBP,1243.05,LKR,805,117,271,False,True
Item 4365,Description for Item 4365,Electronics,Consumables,Digital,Piece,776.88,LKR,1723.75,USD,1094,170,929,False,True
Item 4366,Description for Item 4366,Electronics,Consumables,Perishable,Liter,901.17,LKR,1165.21,GBP,1229,96,331,True,True
Item 4367,Description for Item 4367,Office Supplies,Consumables,Non-Perishable,Liter,516.2,LKR,716.75,EUR,697,57,308,True,False
Item 4368,Description for Item 4368,Furniture,Consumables,Perishable,Liter,906.14,GBP,1426.8,GBP,1989,184,895,True,True
Item 4369,Description for Item 4369,Office Supplies,Spare Parts,Perishable,Liter,881.46,EUR,1685.4,USD,1336,158,831,True,True
Item 4370,Description for Item 4370,Safety Equipment,Consumables,Digital,Piece,149.09,EUR,267.94,GBP,1346,56,496,False,False
Item 4371,Description for Item 4371,Safety Equipment,Consumables,Digital,Liter,984.39,EUR,1954.99,USD,501,99,266,False,False
Item 4372,Description for Item 4372,Medical Supplies,Spare Parts,Digital,Liter,129.62,LKR,171.3,LKR,1304,112,612,True,True
Item 4373,Description for Item 4373,Consumables,Consumables,Digital,Liter,606.71,USD,1290.82,LKR,1978,198,569,True,False
Item 4374,Description for Item 4374,Electronics,Consumables,Digital,Kilogram,268.95,USD,654.87,GBP,1709,67,1376,True,False
Item 4375,Description for Item 4375,Furniture,Consumables,Perishable,Piece,923.7,USD,1744.74,EUR,759,63,338,False,True
Item 4376,Description for Item 4376,Office Supplies,Spare Parts,Perishable,Kilogram,404.5,LKR,913.82,GBP,1511,124,583,False,False
Item 4377,Description for Item 4377,Consumables,Consumables,Perishable,Meter,207.39,USD,479.08,GBP,1344,187,314,False,True
Item 4378,Description for Item 4378,IT Equipment,Consumables,Non-Perishable,Meter,877.21,LKR,1187.59,GBP,1688,147,1539,True,True
Item 4379,Description for Item 4379,Tools,Consumables,Non-Perishable,Piece,647.45,GBP,1467.8,USD,1090,149,470,False,False
Item 4380,Description for Item 4380,IT Equipment,Consumables,Perishable,Liter,779.39,EUR,1075.1,EUR,1228,88,1045,False,False
Item 4381,Description for Item 4381,Office Supplies,Spare Parts,Digital,Liter,571.85,LKR,841.07,EUR,1728,155,1075,True,False
Item 4382,Description for Item 4382,Tools,Spare Parts,Non-Perishable,Liter,14.35,LKR,18.06,GBP,1162,178,348,False,True
Item 4383,Description for Item 4383,Electronics,Consumables,Non-Perishable,Piece,724.21,USD,1805.15,EUR,1253,50,226,False,True
Item 4384,Description for Item 4384,Electronics,Consumables,Perishable,Meter,548.62,USD,788.94,GBP,882,61,138,False,True
Item 4385,Description for Item 4385,Consumables,Spare Parts,Digital,Liter,475.95,LKR,658.37,USD,1659,126,939,False,False
Item 4386,Description for Item 4386,Consumables,Spare Parts,Perishable,Meter,108.46,GBP,212.28,USD,678,129,569,False,True
Item 4387,Description for Item 4387,Manufacturing Parts,Spare Parts,Non-Perishable,Liter,770.45,USD,1295.32,EUR,1241,68,510,False,True
Item 4388,Description for Item 4388,Furniture,Consumables,Perishable,Liter,34.9,USD,57.29,GBP,1308,84,123,False,True
Item 4389,Description for Item 4389,Manufacturing Parts,Consumables,Digital,Piece,904.59,GBP,2209.66,EUR,1985,94,932,True,True
Item 4390,Description for Item 4390,Manufacturing Parts,Spare Parts,Non-Perishable,Liter,211.6,LKR,505.91,LKR,1285,157,219,False,True
Item 4391,Description for Item 4391,Medical Supplies,Consumables,Digital,Meter,275.32,GBP,610.23,LKR,1019,111,113,False,True
Item 4392,Description for Item 4392,Furniture,Spare Parts,Digital,Piece,785.01,EUR,1904.46,LKR,1278,141,440,False,False
Item 4393,Description for Item 4393,IT Equipment,Consumables,Perishable,Kilogram,245.84,LKR,363.86,LKR,1297,141,351,False,True
Item 4394,Description for Item 4394,Manufacturing Parts,Consumables,Perishable,Liter,755.63,EUR,934.87,GBP,1069,74,371,False,False
Item 4395,Description for Item 4395,Electronics,Spare Parts,Digital,Meter,997.24,GBP,1892.8,GBP,1571,108,371,False,False
Item 4396,Description for Item 4396,IT Equipment,Spare Parts,Digital,Kilogram,132.71,USD,263.02,EUR,1804,140,1482,True,False
Item 4397,Description for Item 4397,Furniture,Spare Parts,Digital,Meter,519.16,EUR,959.21,USD,1929,134,1260,False,False
Item 4398,Description for Item 4398,Consumables,Spare Parts,Non-Perishable,Kilogram,965.04,USD,1437.02,USD,1204,100,1067,True,False
Item 4399,Description for Item 4399,Tools,Spare Parts,Digital,Meter,623.99,GBP,1515.84,USD,900,147,708,False,True
Item 4400,Description for Item 4400,IT Equipment,Spare Parts,Non-Perishable,Meter,494.49,EUR,973.9,LKR,1554,134,679,False,False
Item 4401,Description for Item 4401,Office Supplies,Consumables,Perishable,Liter,745.44,EUR,1264.99,EUR,1306,62,1140,False,True
Item 4402,Description for Item 4402,Medical Supplies,Consumables,Perishable,Meter,292.28,LKR,587.2,EUR,1507,75,210,False,False
Item 4403,Description for Item 4403,Tools,Consumables,Perishable,Liter,307.7,EUR,509.4,EUR,1667,177,722,False,False
Item 4404,Description for Item 4404,Safety Equipment,Spare Parts,Digital,Kilogram,365.67,GBP,549.32,EUR,1265,76,621,False,True
Item 4405,Description for Item 4405,Consumables,Spare Parts,Perishable,Liter,111.4,USD,142.03,GBP,1496,64,447,False,True
Item 4406,Description for Item 4406,Tools,Consumables,Non-Perishable,Meter,40.39,USD,69.83,GBP,1305,188,559,False,False
Item 4407,Description for Item 4407,Laboratory Equipment,Spare Parts,Digital,Meter,922.87,EUR,1843.81,GBP,1592,107,812,False,False
Item 4408,Description for Item 4408,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,868.17,LKR,1921.91,EUR,1556,180,902,False,False
Item 4409,Description for Item 4409,IT Equipment,Consumables,Perishable,Kilogram,135.69,EUR,214.51,LKR,944,141,620,True,False
Item 4410,Description for Item 4410,Medical Supplies,Consumables,Digital,Kilogram,154.91,USD,193.71,GBP,562,189,297,True,True
Item 4411,Description for Item 4411,Laboratory Equipment,Spare Parts,Digital,Meter,553.11,LKR,1274.33,EUR,1926,132,477,False,True
Item 4412,Description for Item 4412,Office Supplies,Consumables,Perishable,Meter,698.02,EUR,1439.42,LKR,1509,139,275,False,True
Item 4413,Description for Item 4413,Laboratory Equipment,Consumables,Perishable,Meter,510.68,GBP,617.65,GBP,1648,141,805,False,True
Item 4414,Description for Item 4414,Tools,Spare Parts,Non-Perishable,Meter,279.79,GBP,660.97,LKR,1516,142,423,False,False
Item 4415,Description for Item 4415,Office Supplies,Spare Parts,Non-Perishable,Liter,254.54,USD,537.42,EUR,761,89,469,False,False
Item 4416,Description for Item 4416,Manufacturing Parts,Spare Parts,Non-Perishable,Piece,249.58,LKR,353.48,LKR,756,116,353,True,False
Item 4417,Description for Item 4417,Office Supplies,Spare Parts,Perishable,Piece,561.82,LKR,747.17,USD,699,144,585,True,False
Item 4418,Description for Item 4418,Office Supplies,Consumables,Digital,Piece,107.81,EUR,218.61,USD,992,53,596,False,False
Item 4419,Description for Item 4419,Medical Supplies,Spare Parts,Digital,Piece,65.53,EUR,137.03,LKR,1429,100,1100,True,False
Item 4420,Description for Item 4420,Safety Equipment,Spare Parts,Digital,Liter,225.97,GBP,528.52,USD,1203,173,595,True,False
Item 4421,Description for Item 4421,Furniture,Spare Parts,Digital,Piece,20.7,EUR,36.91,GBP,1464,160,1068,True,True
Item 4422,Description for Item 4422,Medical Supplies,Spare Parts,Perishable,Kilogram,76.73,GBP,185.49,EUR,555,67,441,False,False
Item 4423,Description for Item 4423,Tools,Spare Parts,Perishable,Meter,519.68,EUR,831.7,EUR,1424,107,1085,True,False
Item 4424,Description for Item 4424,Tools,Spare Parts,Digital,Meter,588.6,GBP,1299.94,GBP,1473,109,965,False,False
Item 4425,Description for Item 4425,Electronics,Spare Parts,Digital,Meter,379.75,GBP,937.01,EUR,527,76,257,True,True
Item 4426,Description for Item 4426,Laboratory Equipment,Spare Parts,Digital,Kilogram,387.17,GBP,866.17,EUR,1035,86,174,False,True
Item 4427,Description for Item 4427,Furniture,Consumables,Perishable,Meter,562.77,EUR,983.16,USD,1083,128,970,False,True
Item 4428,Description for Item 4428,Office Supplies,Consumables,Perishable,Piece,533.51,LKR,712.8,LKR,1652,66,1214,False,False
Item 4429,Description for Item 4429,Furniture,Spare Parts,Digital,Liter,791.76,EUR,1111.52,GBP,1440,188,940,False,False
Item 4430,Description for Item 4430,Office Supplies,Consumables,Non-Perishable,Liter,192.48,LKR,379.95,EUR,1120,191,646,True,False
Item 4431,Description for Item 4431,Office Supplies,Spare Parts,Non-Perishable,Meter,239.82,EUR,344.7,GBP,1730,53,295,True,True
Item 4432,Description for Item 4432,Manufacturing Parts,Spare Parts,Non-Perishable,Meter,45.0,LKR,100.68,USD,968,51,846,True,False
Item 4433,Description for Item 4433,Office Supplies,Spare Parts,Digital,Kilogram,345.1,USD,491.81,GBP,1042,137,142,True,False
Item 4434,Description for Item 4434,Safety Equipment,Consumables,Digital,Kilogram,138.05,LKR,341.19,LKR,1907,141,427,False,False
Item 4435,Description for Item 4435,Safety Equipment,Consumables,Digital,Kilogram,24.2,GBP,45.91,EUR,1088,67,695,True,True
Item 4436,Description for Item 4436,Electronics,Consumables,Perishable,Liter,758.67,GBP,934.38,GBP,1407,171,1297,True,True
Item 4437,Description for Item 4437,Consumables,Consumables,Perishable,Piece,928.72,GBP,1744.95,GBP,616,126,222,False,True
Item 4438,Description for Item 4438,Medical Supplies,Consumables,Perishable,Piece,488.39,EUR,875.47,EUR,850,179,637,True,False
Item 4439,Description for Item 4439,Laboratory Equipment,Consumables,Perishable,Liter,199.68,USD,427.03,EUR,1192,122,347,False,True
Item 4440,Description for Item 4440,Safety Equipment,Spare Parts,Perishable,Piece,393.04,EUR,845.37,LKR,1120,64,878,True,True
Item 4441,Description for Item 4441,Laboratory Equipment,Spare Parts,Non-Perishable,Piece,551.56,GBP,1174.81,USD,588,104,463,False,False
Item 4442,Description for Item 4442,Medical Supplies,Spare Parts,Non-Perishable,Liter,596.61,LKR,1121.23,LKR,1912,85,921,False,True
Item 4443,Description for Item 4443,Manufacturing Parts,Consumables,Perishable,Meter,190.96,USD,233.92,USD,1580,139,1149,True,False
Item 4444,Description for Item 4444,Furniture,Spare Parts,Digital,Piece,794.1,GBP,1729.96,GBP,1781,153,1418,True,False
Item 4445,Description for Item 4445,Safety Equipment,Consumables,Non-Perishable,Kilogram,679.17,EUR,1191.09,EUR,1477,164,537,True,False
Item 4446,Description for Item 4446,Furniture,Consumables,Digital,Liter,490.56,EUR,1170.13,LKR,1417,59,670,True,False
Item 4447,Description for Item 4447,IT Equipment,Spare Parts,Perishable,Kilogram,648.72,GBP,1163.74,EUR,1946,195,1555,False,True
Item 4448,Description for Item 4448,Safety Equipment,Consumables,Non-Perishable,Meter,511.68,USD,681.13,LKR,1350,153,1042,False,True
Item 4449,Description for Item 4449,Medical Supplies,Spare Parts,Non-Perishable,Piece,417.44,USD,981.35,EUR,1863,188,1751,True,True
Item 4450,Description for Item 4450,Consumables,Spare Parts,Digital,Liter,162.21,USD,223.15,USD,1488,130,437,False,False
Item 4451,Description for Item 4451,Laboratory Equipment,Consumables,Digital,Kilogram,301.76,LKR,520.84,LKR,1461,75,375,False,True
Item 4452,Description for Item 4452,Consumables,Spare Parts,Non-Perishable,Piece,542.27,LKR,765.34,GBP,1143,109,706,True,True
Item 4453,Description for Item 4453,Office Supplies,Consumables,Perishable,Liter,957.67,GBP,1901.87,USD,1884,104,476,False,False
Item 4454,Description for Item 4454,Safety Equipment,Spare Parts,Perishable,Kilogram,377.73,EUR,692.55,GBP,960,54,543,True,False
Item 4455,Description for Item 4455,Office Supplies,Spare Parts,Digital,Liter,547.31,USD,1068.73,GBP,664,79,483,False,True
Item 4456,Description for Item 4456,Laboratory Equipment,Spare Parts,Digital,Kilogram,380.12,USD,573.85,USD,1399,119,534,True,True
Item 4457,Description for Item 4457,IT Equipment,Spare Parts,Digital,Meter,737.53,LKR,1508.71,GBP,711,153,170,True,False
Item 4458,Description for Item 4458,Laboratory Equipment,Spare Parts,Digital,Piece,227.61,EUR,420.23,GBP,1294,68,1058,True,True
Item 4459,Description for Item 4459,Electronics,Spare Parts,Digital,Piece,648.57,USD,1108.42,GBP,818,162,467,True,True
Item 4460,Description for Item 4460,Medical Supplies,Spare Parts,Non-Perishable,Liter,25.93,EUR,64.28,EUR,1817,136,1171,False,False
Item 4461,Description for Item 4461,Tools,Spare Parts,Digital,Meter,462.53,USD,779.76,GBP,1381,126,218,True,False
Item 4462,Description for Item 4462,Consumables,Spare Parts,Digital,Liter,640.59,USD,1031.34,USD,1559,154,1286,True,True
Item 4463,Description for Item 4463,Consumables,Spare Parts,Non-Perishable,Piece,511.81,LKR,917.31,GBP,785,110,158,True,False
Item 4464,Description for Item 4464,Electronics,Spare Parts,Digital,Kilogram,155.0,USD,292.95,EUR,1161,87,218,True,False
Item 4465,Description for Item 4465,Tools,Spare Parts,Non-Perishable,Liter,287.09,LKR,672.04,LKR,1310,82,444,False,True
Item 4466,Description for Item 4466,Manufacturing Parts,Consumables,Non-Perishable,Meter,124.89,LKR,249.93,EUR,1250,60,329,True,False
Item 4467,Description for Item 4467,IT Equipment,Consumables,Non-Perishable,Piece,971.63,USD,2246.04,EUR,1967,71,993,True,False
Item 4468,Description for Item 4468,Electronics,Consumables,Non-Perishable,Liter,145.6,GBP,295.09,GBP,647,194,445,True,True
Item 4469,Description for Item 4469,Furniture,Consumables,Non-Perishable,Piece,205.99,GBP,449.8,EUR,1859,87,1430,True,True
Item 4470,Description for Item 4470,Furniture,Consumables,Non-Perishable,Kilogram,387.36,USD,662.32,USD,1649,163,371,False,True
Item 4471,Description for Item 4471,Medical Supplies,Spare Parts,Perishable,Piece,245.1,LKR,567.13,USD,1294,180,702,True,False
Item 4472,Description for Item 4472,Office Supplies,Spare Parts,Digital,Piece,381.17,GBP,795.16,GBP,1356,53,847,False,False
Item 4473,Description for Item 4473,Furniture,Consumables,Digital,Liter,125.74,LKR,218.85,LKR,1534,70,954,False,True
Item 4474,Description for Item 4474,Manufacturing Parts,Spare Parts,Perishable,Liter,940.98,USD,1673.66,EUR,1108,128,281,False,True
Item 4475,Description for Item 4475,IT Equipment,Spare Parts,Perishable,Piece,819.77,EUR,1372.2,USD,1515,119,337,False,True
Item 4476,Description for Item 4476,Office Supplies,Spare Parts,Non-Perishable,Liter,538.06,USD,1286.41,EUR,671,90,402,False,True
Item 4477,Description for Item 4477,Tools,Consumables,Non-Perishable,Kilogram,739.18,GBP,1094.48,GBP,1962,94,880,False,True
Item 4478,Description for Item 4478,Medical Supplies,Consumables,Digital,Liter,461.87,GBP,841.51,LKR,1539,56,1057,False,False
Item 4479,Description for Item 4479,Furniture,Consumables,Perishable,Meter,208.01,GBP,454.07,EUR,1641,57,273,True,False
Item 4480,Description for Item 4480,Furniture,Consumables,Perishable,Meter,455.29,GBP,644.43,LKR,1606,61,1084,False,True
Item 4481,Description for Item 4481,Safety Equipment,Consumables,Digital,Meter,740.45,EUR,1753.21,USD,1433,53,261,False,True
Item 4482,Description for Item 4482,IT Equipment,Spare Parts,Digital,Liter,342.62,LKR,447.0,EUR,1446,114,261,True,True
Item 4483,Description for Item 4483,Manufacturing Parts,Spare Parts,Digital,Meter,292.2,USD,696.69,LKR,791,195,674,False,False
Item 4484,Description for Item 4484,Medical Supplies,Spare Parts,Digital,Liter,728.38,USD,1518.84,LKR,1853,130,460,True,True
Item 4485,Description for Item 4485,Tools,Spare Parts,Digital,Liter,807.92,LKR,1833.68,USD,814,66,300,True,False
Item 4486,Description for Item 4486,Laboratory Equipment,Spare Parts,Perishable,Meter,495.39,EUR,722.59,EUR,539,65,145,False,False
Item 4487,Description for Item 4487,Tools,Spare Parts,Non-Perishable,Meter,874.0,EUR,1111.53,EUR,1036,181,927,True,False
Item 4488,Description for Item 4488,Tools,Spare Parts,Perishable,Meter,645.3,LKR,1351.03,USD,932,144,765,False,False
Item 4489,Description for Item 4489,IT Equipment,Consumables,Digital,Piece,56.08,EUR,136.13,GBP,617,85,166,False,True
Item 4490,Description for Item 4490,Furniture,Spare Parts,Non-Perishable,Piece,284.59,USD,699.5,EUR,740,199,531,True,True
Item 4491,Description for Item 4491,Office Supplies,Spare Parts,Non-Perishable,Meter,379.75,USD,530.53,USD,1587,97,949,True,True
Item 4492,Description for Item 4492,Tools,Spare Parts,Non-Perishable,Liter,467.02,LKR,1109.33,LKR,1031,56,267,True,True
Item 4493,Description for Item 4493,Electronics,Spare Parts,Perishable,Piece,384.6,EUR,805.7,GBP,720,66,307,False,False
Item 4494,Description for Item 4494,Office Supplies,Spare Parts,Non-Perishable,Kilogram,576.6,EUR,1011.8,USD,1108,185,266,False,True
Item 4495,Description for Item 4495,Furniture,Consumables,Digital,Piece,573.59,EUR,853.5,EUR,1079,112,270,False,False
Item 4496,Description for Item 4496,Tools,Consumables,Perishable,Meter,258.15,GBP,375.6,GBP,732,50,216,False,False
Item 4497,Description for Item 4497,Safety Equipment,Spare Parts,Digital,Liter,790.13,USD,1278.81,USD,596,106,177,True,False
Item 4498,Description for Item 4498,IT Equipment,Consumables,Digital,Liter,865.96,GBP,2058.1,LKR,1544,80,1226,True,True
Item 4499,Description for Item 4499,Tools,Spare Parts,Perishable,Liter,901.75,USD,2081.16,GBP,606,52,437,False,False
Item 4500,Description for Item 4500,Furniture,Spare Parts,Perishable,Piece,302.33,EUR,505.05,USD,1284,59,211,False,True
Item 4501,Description for Item 4501,Electronics,Consumables,Non-Perishable,Piece,981.59,EUR,2189.1,USD,1366,135,963,False,True
Item 4502,Description for Item 4502,Electronics,Consumables,Non-Perishable,Kilogram,922.55,GBP,1530.51,USD,846,50,474,True,True
Item 4503,Description for Item 4503,Tools,Spare Parts,Perishable,Liter,826.23,USD,1183.11,USD,1316,63,833,False,True
Item 4504,Description for Item 4504,Consumables,Consumables,Perishable,Piece,276.94,LKR,364.72,EUR,1348,120,717,True,False
Item 4505,Description for Item 4505,Electronics,Spare Parts,Non-Perishable,Piece,429.08,LKR,825.02,EUR,1566,87,490,False,False
Item 4506,Description for Item 4506,Laboratory Equipment,Spare Parts,Perishable,Piece,174.57,USD,363.4,GBP,570,141,247,False,True
Item 4507,Description for Item 4507,Safety Equipment,Spare Parts,Perishable,Meter,653.89,LKR,1122.27,USD,1427,57,223,True,False
Item 4508,Description for Item 4508,Safety Equipment,Spare Parts,Non-Perishable,Meter,406.82,EUR,998.98,EUR,914,115,364,True,True
Item 4509,Description for Item 4509,Office Supplies,Consumables,Non-Perishable,Liter,577.4,LKR,1050.22,EUR,835,192,688,True,False
Item 4510,Description for Item 4510,Office Supplies,Consumables,Non-Perishable,Piece,549.57,LKR,817.93,EUR,1644,66,87,False,False
Item 4511,Description for Item 4511,Consumables,Spare Parts,Digital,Kilogram,596.33,EUR,1210.0,GBP,901,184,224,True,True
Item 4512,Description for Item 4512,Furniture,Consumables,Non-Perishable,Piece,650.91,LKR,1269.77,GBP,1240,64,370,True,True
Item 4513,Description for Item 4513,Manufacturing Parts,Spare Parts,Digital,Piece,922.21,EUR,1789.17,EUR,1104,59,560,True,True
Item 4514,Description for Item 4514,Laboratory Equipment,Spare Parts,Non-Perishable,Piece,509.08,USD,658.52,EUR,1836,51,1662,False,True
Item 4515,Description for Item 4515,Furniture,Spare Parts,Non-Perishable,Kilogram,935.99,LKR,1407.2,USD,1015,185,702,True,True
Item 4516,Description for Item 4516,Tools,Consumables,Digital,Liter,459.62,LKR,705.86,USD,1309,196,858,True,False
Item 4517,Description for Item 4517,Safety Equipment,Spare Parts,Digital,Meter,872.3,EUR,1252.72,LKR,1586,64,161,False,False
Item 4518,Description for Item 4518,Electronics,Spare Parts,Non-Perishable,Liter,872.73,LKR,1569.18,USD,1433,200,439,False,True
Item 4519,Description for Item 4519,Consumables,Consumables,Digital,Piece,30.36,USD,73.58,USD,724,71,455,True,False
Item 4520,Description for Item 4520,Furniture,Spare Parts,Digital,Kilogram,692.45,USD,1282.87,GBP,1969,71,251,False,False
Item 4521,Description for Item 4521,Safety Equipment,Consumables,Digital,Piece,958.72,EUR,1951.42,LKR,1431,151,577,True,False
Item 4522,Description for Item 4522,Furniture,Consumables,Non-Perishable,Piece,174.59,GBP,403.5,GBP,944,157,165,False,False
Item 4523,Description for Item 4523,Furniture,Spare Parts,Perishable,Meter,816.69,EUR,1992.04,USD,1232,53,734,False,True
Item 4524,Description for Item 4524,Tools,Spare Parts,Digital,Meter,832.9,USD,1607.55,USD,1900,145,1358,True,False
Item 4525,Description for Item 4525,Consumables,Spare Parts,Digital,Liter,209.84,USD,313.66,USD,1357,185,627,True,False
Item 4526,Description for Item 4526,Tools,Spare Parts,Non-Perishable,Kilogram,768.44,USD,1103.59,USD,1241,73,1022,True,True
Item 4527,Description for Item 4527,Safety Equipment,Spare Parts,Non-Perishable,Meter,569.52,LKR,1198.95,LKR,743,147,525,True,True
Item 4528,Description for Item 4528,Furniture,Spare Parts,Perishable,Piece,223.13,GBP,531.03,LKR,1062,160,808,False,True
Item 4529,Description for Item 4529,Safety Equipment,Spare Parts,Non-Perishable,Kilogram,349.14,GBP,505.81,GBP,1211,95,197,True,False
Item 4530,Description for Item 4530,Consumables,Consumables,Non-Perishable,Meter,518.35,EUR,1201.53,EUR,1536,80,703,True,True
Item 4531,Description for Item 4531,IT Equipment,Consumables,Non-Perishable,Meter,700.61,EUR,1280.37,GBP,1586,176,326,True,False
Item 4532,Description for Item 4532,Consumables,Consumables,Non-Perishable,Piece,379.92,EUR,588.66,GBP,1352,72,653,True,False
Item 4533,Description for Item 4533,Laboratory Equipment,Spare Parts,Digital,Meter,113.74,USD,256.38,GBP,1337,65,187,True,True
Item 4534,Description for Item 4534,Electronics,Spare Parts,Non-Perishable,Piece,736.53,GBP,1355.81,EUR,783,115,325,True,True
Item 4535,Description for Item 4535,Manufacturing Parts,Consumables,Digital,Meter,711.71,EUR,1147.51,USD,1341,101,997,True,True
Item 4536,Description for Item 4536,Medical Supplies,Consumables,Non-Perishable,Meter,938.82,GBP,1713.94,GBP,1750,102,912,False,True
Item 4537,Description for Item 4537,Medical Supplies,Spare Parts,Digital,Kilogram,248.5,USD,434.83,GBP,1304,144,230,True,False
Item 4538,Description for Item 4538,Laboratory Equipment,Spare Parts,Digital,Kilogram,544.21,USD,1272.6,GBP,633,94,186,True,False
Item 4539,Description for Item 4539,Manufacturing Parts,Consumables,Non-Perishable,Meter,14.61,USD,33.28,EUR,865,186,535,False,False
Item 4540,Description for Item 4540,IT Equipment,Consumables,Non-Perishable,Meter,301.16,EUR,480.56,GBP,1696,138,614,False,False
Item 4541,Description for Item 4541,IT Equipment,Spare Parts,Digital,Piece,540.58,GBP,811.8,EUR,1289,110,766,False,False
Item 4542,Description for Item 4542,Office Supplies,Consumables,Digital,Piece,528.87,USD,1109.18,LKR,945,95,786,False,True
Item 4543,Description for Item 4543,Safety Equipment,Consumables,Perishable,Liter,283.09,USD,423.51,GBP,1337,188,980,True,False
Item 4544,Description for Item 4544,Office Supplies,Consumables,Digital,Piece,964.57,GBP,1725.64,USD,531,53,316,False,True
Item 4545,Description for Item 4545,Safety Equipment,Spare Parts,Non-Perishable,Piece,13.19,GBP,32.12,USD,989,179,868,True,True
