name,asset_type_name,category_name,sub_category_name,asset_description,asset_details
Asset 04794,Operating assets,Machinery,Tablets,"Description for Asset 04794, Operating assets in Machinery category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}]"
Asset 04795,Fixed assets,Vehicles,Tablets,"Description for Asset 04795, Fixed assets in Vehicles category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Configuration""}]"
Asset 04796,Operating assets,Furniture,Desktops,"Description for Asset 04796, Operating assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Warranty Info""}]"
Asset 04797,Fixed assets,Software,Desktops,"Description for Asset 04797, Fixed assets in Software category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}]"
Asset 04798,Intangible assets,Furniture,Printers,"Description for Asset 04798, Intangible assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}]"
Asset 04799,Non-operating assets,Vehicles,Laptops,"Description for Asset 04799, Non-operating assets in Vehicles category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}]"
Asset 04800,Fixed assets,IT Equipment,Desktops,"Description for Asset 04800, Fixed assets in IT Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 04801,Tangible assets,Network Equipment,Servers,"Description for Asset 04801, Tangible assets in Network Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Configuration""}]"
Asset 04802,Intangible assets,Vehicles,Laptops,"Description for Asset 04802, Intangible assets in Vehicles category","[{""details"": ""Optimized for performance"", ""detailtype"": ""License""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}]"
Asset 04803,Tangible assets,Office Equipment,Monitors,"Description for Asset 04803, Tangible assets in Office Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}]"
Asset 04804,Intangible assets,Network Equipment,Tablets,"Description for Asset 04804, Intangible assets in Network Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 04805,Fixed assets,Network Equipment,Monitors,"Description for Asset 04805, Fixed assets in Network Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Configuration""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}]"
Asset 04806,Operating assets,Tools,Laptops,"Description for Asset 04806, Operating assets in Tools category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 04807,Fixed assets,Office Equipment,Phones,"Description for Asset 04807, Fixed assets in Office Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Maintenance""}]"
Asset 04808,Current assets,Network Equipment,Phones,"Description for Asset 04808, Current assets in Network Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 04809,Tangible assets,Electronics,Monitors,"Description for Asset 04809, Tangible assets in Electronics category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}]"
Asset 04810,Tangible assets,Office Equipment,Printers,"Description for Asset 04810, Tangible assets in Office Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}]"
Asset 04811,Intangible assets,Machinery,Servers,"Description for Asset 04811, Intangible assets in Machinery category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}]"
Asset 04812,Intangible assets,Software,Laptops,"Description for Asset 04812, Intangible assets in Software category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}]"
Asset 04813,Fixed assets,Vehicles,Phones,"Description for Asset 04813, Fixed assets in Vehicles category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}]"
Asset 04814,Non-operating assets,Vehicles,Laptops,"Description for Asset 04814, Non-operating assets in Vehicles category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}]"
Asset 04815,Tangible assets,Software,Monitors,"Description for Asset 04815, Tangible assets in Software category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 04816,Non-operating assets,Machinery,Servers,"Description for Asset 04816, Non-operating assets in Machinery category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}]"
Asset 04817,Non-operating assets,Vehicles,Laptops,"Description for Asset 04817, Non-operating assets in Vehicles category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 04818,Fixed assets,Software,Desktops,"Description for Asset 04818, Fixed assets in Software category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}]"
Asset 04819,Intangible assets,Vehicles,Servers,"Description for Asset 04819, Intangible assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}]"
Asset 04820,Operating assets,Electronics,Phones,"Description for Asset 04820, Operating assets in Electronics category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}]"
Asset 04821,Operating assets,Office Equipment,Printers,"Description for Asset 04821, Operating assets in Office Equipment category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}]"
Asset 04822,Intangible assets,IT Equipment,Desktops,"Description for Asset 04822, Intangible assets in IT Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}]"
Asset 04823,Intangible assets,Tools,Servers,"Description for Asset 04823, Intangible assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 04824,Intangible assets,Office Equipment,Routers,"Description for Asset 04824, Intangible assets in Office Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}, {""details"": ""Energy efficient model"", ""detailtype"": ""License""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}]"
Asset 04825,Non-operating assets,IT Equipment,Desktops,"Description for Asset 04825, Non-operating assets in IT Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Configuration""}]"
Asset 04826,Operating assets,Furniture,Switches,"Description for Asset 04826, Operating assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Maintenance""}]"
Asset 04827,Fixed assets,Machinery,Monitors,"Description for Asset 04827, Fixed assets in Machinery category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}]"
Asset 04828,Non-operating assets,Vehicles,Switches,"Description for Asset 04828, Non-operating assets in Vehicles category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Configuration""}]"
Asset 04829,Intangible assets,Machinery,Desktops,"Description for Asset 04829, Intangible assets in Machinery category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}]"
Asset 04830,Non-operating assets,Furniture,Desktops,"Description for Asset 04830, Non-operating assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 04831,Current assets,Office Equipment,Tablets,"Description for Asset 04831, Current assets in Office Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 04832,Fixed assets,Vehicles,Desktops,"Description for Asset 04832, Fixed assets in Vehicles category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}]"
Asset 04833,Non-operating assets,Furniture,Desktops,"Description for Asset 04833, Non-operating assets in Furniture category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Warranty Info""}]"
Asset 04834,Non-operating assets,Office Equipment,Tablets,"Description for Asset 04834, Non-operating assets in Office Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}]"
Asset 04835,Current assets,IT Equipment,Monitors,"Description for Asset 04835, Current assets in IT Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}]"
Asset 04836,Fixed assets,Software,Switches,"Description for Asset 04836, Fixed assets in Software category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 04837,Current assets,Network Equipment,Servers,"Description for Asset 04837, Current assets in Network Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}]"
Asset 04838,Non-operating assets,IT Equipment,Printers,"Description for Asset 04838, Non-operating assets in IT Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}]"
Asset 04839,Operating assets,Electronics,Routers,"Description for Asset 04839, Operating assets in Electronics category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Configuration""}]"
Asset 04840,Tangible assets,Furniture,Servers,"Description for Asset 04840, Tangible assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}, {""details"": ""Energy efficient model"", ""detailtype"": ""License""}]"
Asset 04841,Fixed assets,Network Equipment,Laptops,"Description for Asset 04841, Fixed assets in Network Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}]"
Asset 04842,Fixed assets,Office Equipment,Laptops,"Description for Asset 04842, Fixed assets in Office Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}]"
Asset 04843,Non-operating assets,Machinery,Servers,"Description for Asset 04843, Non-operating assets in Machinery category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}]"
Asset 04844,Non-operating assets,Machinery,Routers,"Description for Asset 04844, Non-operating assets in Machinery category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 04845,Intangible assets,Tools,Phones,"Description for Asset 04845, Intangible assets in Tools category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Maintenance""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 04846,Non-operating assets,Furniture,Phones,"Description for Asset 04846, Non-operating assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Installation""}]"
Asset 04847,Operating assets,Tools,Laptops,"Description for Asset 04847, Operating assets in Tools category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}]"
Asset 04848,Non-operating assets,Machinery,Switches,"Description for Asset 04848, Non-operating assets in Machinery category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}]"
Asset 04849,Tangible assets,Electronics,Phones,"Description for Asset 04849, Tangible assets in Electronics category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}]"
Asset 04850,Tangible assets,Software,Desktops,"Description for Asset 04850, Tangible assets in Software category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}]"
Asset 04851,Non-operating assets,Tools,Servers,"Description for Asset 04851, Non-operating assets in Tools category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}]"
Asset 04852,Fixed assets,Tools,Monitors,"Description for Asset 04852, Fixed assets in Tools category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}]"
Asset 04853,Operating assets,Network Equipment,Desktops,"Description for Asset 04853, Operating assets in Network Equipment category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}]"
Asset 04854,Operating assets,Vehicles,Monitors,"Description for Asset 04854, Operating assets in Vehicles category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 04855,Non-operating assets,Vehicles,Phones,"Description for Asset 04855, Non-operating assets in Vehicles category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}]"
Asset 04856,Tangible assets,Software,Monitors,"Description for Asset 04856, Tangible assets in Software category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 04857,Current assets,IT Equipment,Tablets,"Description for Asset 04857, Current assets in IT Equipment category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}]"
Asset 04858,Fixed assets,Tools,Routers,"Description for Asset 04858, Fixed assets in Tools category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Warranty Info""}]"
Asset 04859,Current assets,Network Equipment,Printers,"Description for Asset 04859, Current assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}]"
Asset 04860,Intangible assets,Furniture,Servers,"Description for Asset 04860, Intangible assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}]"
Asset 04861,Fixed assets,Electronics,Desktops,"Description for Asset 04861, Fixed assets in Electronics category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}]"
Asset 04862,Non-operating assets,Network Equipment,Tablets,"Description for Asset 04862, Non-operating assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}]"
Asset 04863,Current assets,Furniture,Monitors,"Description for Asset 04863, Current assets in Furniture category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}]"
Asset 04864,Current assets,Network Equipment,Switches,"Description for Asset 04864, Current assets in Network Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}]"
Asset 04865,Fixed assets,Vehicles,Printers,"Description for Asset 04865, Fixed assets in Vehicles category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Configuration""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}]"
Asset 04866,Current assets,Tools,Laptops,"Description for Asset 04866, Current assets in Tools category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}]"
Asset 04867,Operating assets,Vehicles,Switches,"Description for Asset 04867, Operating assets in Vehicles category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Installation""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}]"
Asset 04868,Tangible assets,Network Equipment,Servers,"Description for Asset 04868, Tangible assets in Network Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 04869,Operating assets,IT Equipment,Servers,"Description for Asset 04869, Operating assets in IT Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}]"
Asset 04870,Non-operating assets,Vehicles,Printers,"Description for Asset 04870, Non-operating assets in Vehicles category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}]"
Asset 04871,Operating assets,Tools,Printers,"Description for Asset 04871, Operating assets in Tools category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}]"
Asset 04872,Fixed assets,Electronics,Monitors,"Description for Asset 04872, Fixed assets in Electronics category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}]"
Asset 04873,Intangible assets,Network Equipment,Printers,"Description for Asset 04873, Intangible assets in Network Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 04874,Fixed assets,IT Equipment,Printers,"Description for Asset 04874, Fixed assets in IT Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}]"
Asset 04875,Fixed assets,Furniture,Tablets,"Description for Asset 04875, Fixed assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 04876,Fixed assets,Furniture,Tablets,"Description for Asset 04876, Fixed assets in Furniture category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
Asset 04877,Fixed assets,Electronics,Phones,"Description for Asset 04877, Fixed assets in Electronics category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}]"
Asset 04878,Operating assets,Software,Laptops,"Description for Asset 04878, Operating assets in Software category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}]"
Asset 04879,Fixed assets,Electronics,Laptops,"Description for Asset 04879, Fixed assets in Electronics category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}]"
Asset 04880,Tangible assets,Office Equipment,Monitors,"Description for Asset 04880, Tangible assets in Office Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}]"
Asset 04881,Non-operating assets,IT Equipment,Laptops,"Description for Asset 04881, Non-operating assets in IT Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}]"
Asset 04882,Fixed assets,Office Equipment,Phones,"Description for Asset 04882, Fixed assets in Office Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 04883,Intangible assets,Tools,Phones,"Description for Asset 04883, Intangible assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Installation""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}]"
Asset 04884,Intangible assets,Software,Tablets,"Description for Asset 04884, Intangible assets in Software category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}]"
Asset 04885,Tangible assets,Furniture,Tablets,"Description for Asset 04885, Tangible assets in Furniture category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 04886,Fixed assets,Network Equipment,Switches,"Description for Asset 04886, Fixed assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 04887,Non-operating assets,Network Equipment,Servers,"Description for Asset 04887, Non-operating assets in Network Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}]"
Asset 04888,Operating assets,Furniture,Printers,"Description for Asset 04888, Operating assets in Furniture category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 04889,Current assets,Furniture,Desktops,"Description for Asset 04889, Current assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}]"
Asset 04890,Current assets,Vehicles,Monitors,"Description for Asset 04890, Current assets in Vehicles category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Configuration""}]"
Asset 04891,Current assets,Furniture,Phones,"Description for Asset 04891, Current assets in Furniture category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}]"
Asset 04892,Intangible assets,Machinery,Laptops,"Description for Asset 04892, Intangible assets in Machinery category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Maintenance""}]"
Asset 04893,Fixed assets,IT Equipment,Printers,"Description for Asset 04893, Fixed assets in IT Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Specification""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}]"
Asset 04894,Current assets,Furniture,Tablets,"Description for Asset 04894, Current assets in Furniture category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Installation""}]"
Asset 04895,Fixed assets,Electronics,Tablets,"Description for Asset 04895, Fixed assets in Electronics category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Configuration""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}]"
Asset 04896,Current assets,Machinery,Laptops,"Description for Asset 04896, Current assets in Machinery category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}]"
Asset 04897,Tangible assets,Office Equipment,Routers,"Description for Asset 04897, Tangible assets in Office Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}]"
Asset 04898,Current assets,Software,Servers,"Description for Asset 04898, Current assets in Software category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}]"
Asset 04899,Current assets,Vehicles,Printers,"Description for Asset 04899, Current assets in Vehicles category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}]"
Asset 04900,Operating assets,IT Equipment,Printers,"Description for Asset 04900, Operating assets in IT Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Configuration""}]"
Asset 04901,Operating assets,Office Equipment,Desktops,"Description for Asset 04901, Operating assets in Office Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Specification""}]"
Asset 04902,Intangible assets,Furniture,Routers,"Description for Asset 04902, Intangible assets in Furniture category","[{""details"": ""Energy efficient model"", ""detailtype"": ""License""}]"
Asset 04903,Fixed assets,Vehicles,Phones,"Description for Asset 04903, Fixed assets in Vehicles category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""License""}]"
Asset 04904,Fixed assets,Furniture,Servers,"Description for Asset 04904, Fixed assets in Furniture category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 04905,Intangible assets,Vehicles,Desktops,"Description for Asset 04905, Intangible assets in Vehicles category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}]"
Asset 04906,Tangible assets,Office Equipment,Printers,"Description for Asset 04906, Tangible assets in Office Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Warranty Info""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 04907,Intangible assets,Network Equipment,Monitors,"Description for Asset 04907, Intangible assets in Network Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Configuration""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 04908,Non-operating assets,Electronics,Monitors,"Description for Asset 04908, Non-operating assets in Electronics category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Installation""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 04909,Current assets,Office Equipment,Printers,"Description for Asset 04909, Current assets in Office Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Installation""}]"
Asset 04910,Current assets,Network Equipment,Routers,"Description for Asset 04910, Current assets in Network Equipment category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}]"
Asset 04911,Non-operating assets,Vehicles,Printers,"Description for Asset 04911, Non-operating assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Warranty Info""}]"
Asset 04912,Operating assets,Furniture,Monitors,"Description for Asset 04912, Operating assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""License""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 04913,Current assets,Network Equipment,Switches,"Description for Asset 04913, Current assets in Network Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""License""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}]"
