name,description,is_active
Term Type 3766,Description for term type 3766 - availability period definition,1
Term Type 3767,Description for term type 3767 - availability period definition,1
Term Type 3768,Description for term type 3768 - availability period definition,1
Term Type 3769,Description for term type 3769 - availability period definition,1
Term Type 3770,Description for term type 3770 - availability period definition,1
Term Type 3771,Description for term type 3771 - availability period definition,1
Term Type 3772,Description for term type 3772 - availability period definition,1
Term Type 3773,Description for term type 3773 - availability period definition,1
Term Type 3774,Description for term type 3774 - availability period definition,1
Term Type 3775,Description for term type 3775 - availability period definition,1
Term Type 3776,Description for term type 3776 - availability period definition,1
Term Type 3777,Description for term type 3777 - availability period definition,1
Term Type 3778,Description for term type 3778 - availability period definition,1
Term Type 3779,Description for term type 3779 - availability period definition,1
Term Type 3780,Description for term type 3780 - availability period definition,1
Term Type 3781,Description for term type 3781 - availability period definition,1
Term Type 3782,Description for term type 3782 - availability period definition,1
Term Type 3783,Description for term type 3783 - availability period definition,1
Term Type 3784,Description for term type 3784 - availability period definition,1
Term Type 3785,Description for term type 3785 - availability period definition,1
Term Type 3786,Description for term type 3786 - availability period definition,1
Term Type 3787,Description for term type 3787 - availability period definition,1
Term Type 3788,Description for term type 3788 - availability period definition,1
Term Type 3789,Description for term type 3789 - availability period definition,1
Term Type 3790,Description for term type 3790 - availability period definition,1
Term Type 3791,Description for term type 3791 - availability period definition,1
Term Type 3792,Description for term type 3792 - availability period definition,1
Term Type 3793,Description for term type 3793 - availability period definition,1
Term Type 3794,Description for term type 3794 - availability period definition,1
Term Type 3795,Description for term type 3795 - availability period definition,1
Term Type 3796,Description for term type 3796 - availability period definition,1
Term Type 3797,Description for term type 3797 - availability period definition,1
Term Type 3798,Description for term type 3798 - availability period definition,1
Term Type 3799,Description for term type 3799 - availability period definition,1
Term Type 3800,Description for term type 3800 - availability period definition,1
Term Type 3801,Description for term type 3801 - availability period definition,1
Term Type 3802,Description for term type 3802 - availability period definition,1
Term Type 3803,Description for term type 3803 - availability period definition,1
Term Type 3804,Description for term type 3804 - availability period definition,1
Term Type 3805,Description for term type 3805 - availability period definition,1
Term Type 3806,Description for term type 3806 - availability period definition,1
Term Type 3807,Description for term type 3807 - availability period definition,1
Term Type 3808,Description for term type 3808 - availability period definition,1
Term Type 3809,Description for term type 3809 - availability period definition,1
Term Type 3810,Description for term type 3810 - availability period definition,1
Term Type 3811,Description for term type 3811 - availability period definition,1
Term Type 3812,Description for term type 3812 - availability period definition,1
Term Type 3813,Description for term type 3813 - availability period definition,1
Term Type 3814,Description for term type 3814 - availability period definition,1
Term Type 3815,Description for term type 3815 - availability period definition,1
Term Type 3816,Description for term type 3816 - availability period definition,1
Term Type 3817,Description for term type 3817 - availability period definition,1
Term Type 3818,Description for term type 3818 - availability period definition,1
Term Type 3819,Description for term type 3819 - availability period definition,1
Term Type 3820,Description for term type 3820 - availability period definition,1
Term Type 3821,Description for term type 3821 - availability period definition,1
Term Type 3822,Description for term type 3822 - availability period definition,1
Term Type 3823,Description for term type 3823 - availability period definition,1
Term Type 3824,Description for term type 3824 - availability period definition,1
Term Type 3825,Description for term type 3825 - availability period definition,1
Term Type 3826,Description for term type 3826 - availability period definition,1
Term Type 3827,Description for term type 3827 - availability period definition,1
Term Type 3828,Description for term type 3828 - availability period definition,1
Term Type 3829,Description for term type 3829 - availability period definition,1
Term Type 3830,Description for term type 3830 - availability period definition,1
Term Type 3831,Description for term type 3831 - availability period definition,1
Term Type 3832,Description for term type 3832 - availability period definition,1
Term Type 3833,Description for term type 3833 - availability period definition,1
Term Type 3834,Description for term type 3834 - availability period definition,1
Term Type 3835,Description for term type 3835 - availability period definition,1
Term Type 3836,Description for term type 3836 - availability period definition,1
Term Type 3837,Description for term type 3837 - availability period definition,1
Term Type 3838,Description for term type 3838 - availability period definition,1
Term Type 3839,Description for term type 3839 - availability period definition,1
Term Type 3840,Description for term type 3840 - availability period definition,1
Term Type 3841,Description for term type 3841 - availability period definition,1
Term Type 3842,Description for term type 3842 - availability period definition,1
Term Type 3843,Description for term type 3843 - availability period definition,1
Term Type 3844,Description for term type 3844 - availability period definition,1
Term Type 3845,Description for term type 3845 - availability period definition,1
Term Type 3846,Description for term type 3846 - availability period definition,1
Term Type 3847,Description for term type 3847 - availability period definition,1
Term Type 3848,Description for term type 3848 - availability period definition,1
Term Type 3849,Description for term type 3849 - availability period definition,1
Term Type 3850,Description for term type 3850 - availability period definition,1
Term Type 3851,Description for term type 3851 - availability period definition,1
Term Type 3852,Description for term type 3852 - availability period definition,1
Term Type 3853,Description for term type 3853 - availability period definition,1
Term Type 3854,Description for term type 3854 - availability period definition,1
Term Type 3855,Description for term type 3855 - availability period definition,1
Term Type 3856,Description for term type 3856 - availability period definition,1
Term Type 3857,Description for term type 3857 - availability period definition,1
Term Type 3858,Description for term type 3858 - availability period definition,1
Term Type 3859,Description for term type 3859 - availability period definition,1
Term Type 3860,Description for term type 3860 - availability period definition,1
Term Type 3861,Description for term type 3861 - availability period definition,1
Term Type 3862,Description for term type 3862 - availability period definition,1
Term Type 3863,Description for term type 3863 - availability period definition,1
Term Type 3864,Description for term type 3864 - availability period definition,1
Term Type 3865,Description for term type 3865 - availability period definition,1
Term Type 3866,Description for term type 3866 - availability period definition,1
Term Type 3867,Description for term type 3867 - availability period definition,1
Term Type 3868,Description for term type 3868 - availability period definition,1
Term Type 3869,Description for term type 3869 - availability period definition,1
Term Type 3870,Description for term type 3870 - availability period definition,1
Term Type 3871,Description for term type 3871 - availability period definition,1
Term Type 3872,Description for term type 3872 - availability period definition,1
Term Type 3873,Description for term type 3873 - availability period definition,1
Term Type 3874,Description for term type 3874 - availability period definition,1
Term Type 3875,Description for term type 3875 - availability period definition,1
Term Type 3876,Description for term type 3876 - availability period definition,1
Term Type 3877,Description for term type 3877 - availability period definition,1
Term Type 3878,Description for term type 3878 - availability period definition,1
Term Type 3879,Description for term type 3879 - availability period definition,1
Term Type 3880,Description for term type 3880 - availability period definition,1
Term Type 3881,Description for term type 3881 - availability period definition,1
Term Type 3882,Description for term type 3882 - availability period definition,1
Term Type 3883,Description for term type 3883 - availability period definition,1
Term Type 3884,Description for term type 3884 - availability period definition,1
Term Type 3885,Description for term type 3885 - availability period definition,1
Term Type 3886,Description for term type 3886 - availability period definition,1
Term Type 3887,Description for term type 3887 - availability period definition,1
Term Type 3888,Description for term type 3888 - availability period definition,1
Term Type 3889,Description for term type 3889 - availability period definition,1
Term Type 3890,Description for term type 3890 - availability period definition,1
Term Type 3891,Description for term type 3891 - availability period definition,1
Term Type 3892,Description for term type 3892 - availability period definition,1
Term Type 3893,Description for term type 3893 - availability period definition,1
Term Type 3894,Description for term type 3894 - availability period definition,1
Term Type 3895,Description for term type 3895 - availability period definition,1
Term Type 3896,Description for term type 3896 - availability period definition,1
Term Type 3897,Description for term type 3897 - availability period definition,1
Term Type 3898,Description for term type 3898 - availability period definition,1
Term Type 3899,Description for term type 3899 - availability period definition,1
Term Type 3900,Description for term type 3900 - availability period definition,1
Term Type 3901,Description for term type 3901 - availability period definition,1
Term Type 3902,Description for term type 3902 - availability period definition,1
Term Type 3903,Description for term type 3903 - availability period definition,1
Term Type 3904,Description for term type 3904 - availability period definition,1
Term Type 3905,Description for term type 3905 - availability period definition,1
Term Type 3906,Description for term type 3906 - availability period definition,1
Term Type 3907,Description for term type 3907 - availability period definition,1
Term Type 3908,Description for term type 3908 - availability period definition,1
Term Type 3909,Description for term type 3909 - availability period definition,1
Term Type 3910,Description for term type 3910 - availability period definition,1
Term Type 3911,Description for term type 3911 - availability period definition,1
Term Type 3912,Description for term type 3912 - availability period definition,1
Term Type 3913,Description for term type 3913 - availability period definition,1
Term Type 3914,Description for term type 3914 - availability period definition,1
Term Type 3915,Description for term type 3915 - availability period definition,1
Term Type 3916,Description for term type 3916 - availability period definition,1
Term Type 3917,Description for term type 3917 - availability period definition,1
Term Type 3918,Description for term type 3918 - availability period definition,1
Term Type 3919,Description for term type 3919 - availability period definition,1
Term Type 3920,Description for term type 3920 - availability period definition,1
Term Type 3921,Description for term type 3921 - availability period definition,1
Term Type 3922,Description for term type 3922 - availability period definition,1
Term Type 3923,Description for term type 3923 - availability period definition,1
Term Type 3924,Description for term type 3924 - availability period definition,1
Term Type 3925,Description for term type 3925 - availability period definition,1
Term Type 3926,Description for term type 3926 - availability period definition,1
Term Type 3927,Description for term type 3927 - availability period definition,1
Term Type 3928,Description for term type 3928 - availability period definition,1
Term Type 3929,Description for term type 3929 - availability period definition,1
Term Type 3930,Description for term type 3930 - availability period definition,1
Term Type 3931,Description for term type 3931 - availability period definition,1
Term Type 3932,Description for term type 3932 - availability period definition,1
Term Type 3933,Description for term type 3933 - availability period definition,1
Term Type 3934,Description for term type 3934 - availability period definition,1
Term Type 3935,Description for term type 3935 - availability period definition,1
Term Type 3936,Description for term type 3936 - availability period definition,1
Term Type 3937,Description for term type 3937 - availability period definition,1
Term Type 3938,Description for term type 3938 - availability period definition,1
Term Type 3939,Description for term type 3939 - availability period definition,1
Term Type 3940,Description for term type 3940 - availability period definition,1
Term Type 3941,Description for term type 3941 - availability period definition,1
Term Type 3942,Description for term type 3942 - availability period definition,1
Term Type 3943,Description for term type 3943 - availability period definition,1
Term Type 3944,Description for term type 3944 - availability period definition,1
Term Type 3945,Description for term type 3945 - availability period definition,1
Term Type 3946,Description for term type 3946 - availability period definition,1
Term Type 3947,Description for term type 3947 - availability period definition,1
Term Type 3948,Description for term type 3948 - availability period definition,1
Term Type 3949,Description for term type 3949 - availability period definition,1
Term Type 3950,Description for term type 3950 - availability period definition,1
Term Type 3951,Description for term type 3951 - availability period definition,1
Term Type 3952,Description for term type 3952 - availability period definition,1
Term Type 3953,Description for term type 3953 - availability period definition,1
Term Type 3954,Description for term type 3954 - availability period definition,1
Term Type 3955,Description for term type 3955 - availability period definition,1
Term Type 3956,Description for term type 3956 - availability period definition,1
Term Type 3957,Description for term type 3957 - availability period definition,1
Term Type 3958,Description for term type 3958 - availability period definition,1
Term Type 3959,Description for term type 3959 - availability period definition,1
Term Type 3960,Description for term type 3960 - availability period definition,1
Term Type 3961,Description for term type 3961 - availability period definition,1
Term Type 3962,Description for term type 3962 - availability period definition,1
Term Type 3963,Description for term type 3963 - availability period definition,1
Term Type 3964,Description for term type 3964 - availability period definition,1
Term Type 3965,Description for term type 3965 - availability period definition,1
Term Type 3966,Description for term type 3966 - availability period definition,1
Term Type 3967,Description for term type 3967 - availability period definition,1
Term Type 3968,Description for term type 3968 - availability period definition,1
Term Type 3969,Description for term type 3969 - availability period definition,1
Term Type 3970,Description for term type 3970 - availability period definition,1
Term Type 3971,Description for term type 3971 - availability period definition,1
Term Type 3972,Description for term type 3972 - availability period definition,1
Term Type 3973,Description for term type 3973 - availability period definition,1
Term Type 3974,Description for term type 3974 - availability period definition,1
Term Type 3975,Description for term type 3975 - availability period definition,1
Term Type 3976,Description for term type 3976 - availability period definition,1
Term Type 3977,Description for term type 3977 - availability period definition,1
Term Type 3978,Description for term type 3978 - availability period definition,1
Term Type 3979,Description for term type 3979 - availability period definition,1
Term Type 3980,Description for term type 3980 - availability period definition,1
Term Type 3981,Description for term type 3981 - availability period definition,1
Term Type 3982,Description for term type 3982 - availability period definition,1
Term Type 3983,Description for term type 3983 - availability period definition,1
Term Type 3984,Description for term type 3984 - availability period definition,1
Term Type 3985,Description for term type 3985 - availability period definition,1
Term Type 3986,Description for term type 3986 - availability period definition,1
Term Type 3987,Description for term type 3987 - availability period definition,1
Term Type 3988,Description for term type 3988 - availability period definition,1
Term Type 3989,Description for term type 3989 - availability period definition,1
Term Type 3990,Description for term type 3990 - availability period definition,1
Term Type 3991,Description for term type 3991 - availability period definition,1
Term Type 3992,Description for term type 3992 - availability period definition,1
Term Type 3993,Description for term type 3993 - availability period definition,1
Term Type 3994,Description for term type 3994 - availability period definition,1
Term Type 3995,Description for term type 3995 - availability period definition,1
Term Type 3996,Description for term type 3996 - availability period definition,1
Term Type 3997,Description for term type 3997 - availability period definition,1
Term Type 3998,Description for term type 3998 - availability period definition,1
Term Type 3999,Description for term type 3999 - availability period definition,1
Term Type 4000,Description for term type 4000 - availability period definition,1
Term Type 4001,Description for term type 4001 - availability period definition,1
Term Type 4002,Description for term type 4002 - availability period definition,1
Term Type 4003,Description for term type 4003 - availability period definition,1
Term Type 4004,Description for term type 4004 - availability period definition,1
Term Type 4005,Description for term type 4005 - availability period definition,1
Term Type 4006,Description for term type 4006 - availability period definition,1
Term Type 4007,Description for term type 4007 - availability period definition,1
Term Type 4008,Description for term type 4008 - availability period definition,1
Term Type 4009,Description for term type 4009 - availability period definition,1
Term Type 4010,Description for term type 4010 - availability period definition,1
Term Type 4011,Description for term type 4011 - availability period definition,1
Term Type 4012,Description for term type 4012 - availability period definition,1
Term Type 4013,Description for term type 4013 - availability period definition,1
Term Type 4014,Description for term type 4014 - availability period definition,1
Term Type 4015,Description for term type 4015 - availability period definition,1
Term Type 4016,Description for term type 4016 - availability period definition,1
Term Type 4017,Description for term type 4017 - availability period definition,1
Term Type 4018,Description for term type 4018 - availability period definition,1
Term Type 4019,Description for term type 4019 - availability period definition,1
Term Type 4020,Description for term type 4020 - availability period definition,1
Term Type 4021,Description for term type 4021 - availability period definition,1
Term Type 4022,Description for term type 4022 - availability period definition,1
Term Type 4023,Description for term type 4023 - availability period definition,1
Term Type 4024,Description for term type 4024 - availability period definition,1
Term Type 4025,Description for term type 4025 - availability period definition,1
Term Type 4026,Description for term type 4026 - availability period definition,1
Term Type 4027,Description for term type 4027 - availability period definition,1
Term Type 4028,Description for term type 4028 - availability period definition,1
Term Type 4029,Description for term type 4029 - availability period definition,1
Term Type 4030,Description for term type 4030 - availability period definition,1
Term Type 4031,Description for term type 4031 - availability period definition,1
Term Type 4032,Description for term type 4032 - availability period definition,1
Term Type 4033,Description for term type 4033 - availability period definition,1
Term Type 4034,Description for term type 4034 - availability period definition,1
Term Type 4035,Description for term type 4035 - availability period definition,1
Term Type 4036,Description for term type 4036 - availability period definition,1
Term Type 4037,Description for term type 4037 - availability period definition,1
Term Type 4038,Description for term type 4038 - availability period definition,1
Term Type 4039,Description for term type 4039 - availability period definition,1
Term Type 4040,Description for term type 4040 - availability period definition,1
Term Type 4041,Description for term type 4041 - availability period definition,1
Term Type 4042,Description for term type 4042 - availability period definition,1
Term Type 4043,Description for term type 4043 - availability period definition,1
Term Type 4044,Description for term type 4044 - availability period definition,1
Term Type 4045,Description for term type 4045 - availability period definition,1
Term Type 4046,Description for term type 4046 - availability period definition,1
Term Type 4047,Description for term type 4047 - availability period definition,1
Term Type 4048,Description for term type 4048 - availability period definition,1
Term Type 4049,Description for term type 4049 - availability period definition,1
Term Type 4050,Description for term type 4050 - availability period definition,1
Term Type 4051,Description for term type 4051 - availability period definition,1
Term Type 4052,Description for term type 4052 - availability period definition,1
Term Type 4053,Description for term type 4053 - availability period definition,1
Term Type 4054,Description for term type 4054 - availability period definition,1
Term Type 4055,Description for term type 4055 - availability period definition,1
Term Type 4056,Description for term type 4056 - availability period definition,1
Term Type 4057,Description for term type 4057 - availability period definition,1
Term Type 4058,Description for term type 4058 - availability period definition,1
Term Type 4059,Description for term type 4059 - availability period definition,1
Term Type 4060,Description for term type 4060 - availability period definition,1
Term Type 4061,Description for term type 4061 - availability period definition,1
Term Type 4062,Description for term type 4062 - availability period definition,1
Term Type 4063,Description for term type 4063 - availability period definition,1
Term Type 4064,Description for term type 4064 - availability period definition,1
Term Type 4065,Description for term type 4065 - availability period definition,1
Term Type 4066,Description for term type 4066 - availability period definition,1
Term Type 4067,Description for term type 4067 - availability period definition,1
Term Type 4068,Description for term type 4068 - availability period definition,1
Term Type 4069,Description for term type 4069 - availability period definition,1
Term Type 4070,Description for term type 4070 - availability period definition,1
Term Type 4071,Description for term type 4071 - availability period definition,1
Term Type 4072,Description for term type 4072 - availability period definition,1
Term Type 4073,Description for term type 4073 - availability period definition,1
Term Type 4074,Description for term type 4074 - availability period definition,1
Term Type 4075,Description for term type 4075 - availability period definition,1
Term Type 4076,Description for term type 4076 - availability period definition,1
Term Type 4077,Description for term type 4077 - availability period definition,1
Term Type 4078,Description for term type 4078 - availability period definition,1
Term Type 4079,Description for term type 4079 - availability period definition,1
Term Type 4080,Description for term type 4080 - availability period definition,1
Term Type 4081,Description for term type 4081 - availability period definition,1
Term Type 4082,Description for term type 4082 - availability period definition,1
Term Type 4083,Description for term type 4083 - availability period definition,1
Term Type 4084,Description for term type 4084 - availability period definition,1
Term Type 4085,Description for term type 4085 - availability period definition,1
Term Type 4086,Description for term type 4086 - availability period definition,1
Term Type 4087,Description for term type 4087 - availability period definition,1
Term Type 4088,Description for term type 4088 - availability period definition,1
Term Type 4089,Description for term type 4089 - availability period definition,1
Term Type 4090,Description for term type 4090 - availability period definition,1
Term Type 4091,Description for term type 4091 - availability period definition,1
Term Type 4092,Description for term type 4092 - availability period definition,1
Term Type 4093,Description for term type 4093 - availability period definition,1
Term Type 4094,Description for term type 4094 - availability period definition,1
Term Type 4095,Description for term type 4095 - availability period definition,1
Term Type 4096,Description for term type 4096 - availability period definition,1
Term Type 4097,Description for term type 4097 - availability period definition,1
Term Type 4098,Description for term type 4098 - availability period definition,1
Term Type 4099,Description for term type 4099 - availability period definition,1
Term Type 4100,Description for term type 4100 - availability period definition,1
Term Type 4101,Description for term type 4101 - availability period definition,1
Term Type 4102,Description for term type 4102 - availability period definition,1
Term Type 4103,Description for term type 4103 - availability period definition,1
Term Type 4104,Description for term type 4104 - availability period definition,1
Term Type 4105,Description for term type 4105 - availability period definition,1
Term Type 4106,Description for term type 4106 - availability period definition,1
Term Type 4107,Description for term type 4107 - availability period definition,1
Term Type 4108,Description for term type 4108 - availability period definition,1
Term Type 4109,Description for term type 4109 - availability period definition,1
Term Type 4110,Description for term type 4110 - availability period definition,1
Term Type 4111,Description for term type 4111 - availability period definition,1
Term Type 4112,Description for term type 4112 - availability period definition,1
Term Type 4113,Description for term type 4113 - availability period definition,1
Term Type 4114,Description for term type 4114 - availability period definition,1
Term Type 4115,Description for term type 4115 - availability period definition,1
Term Type 4116,Description for term type 4116 - availability period definition,1
Term Type 4117,Description for term type 4117 - availability period definition,1
Term Type 4118,Description for term type 4118 - availability period definition,1
Term Type 4119,Description for term type 4119 - availability period definition,1
Term Type 4120,Description for term type 4120 - availability period definition,1
Term Type 4121,Description for term type 4121 - availability period definition,1
Term Type 4122,Description for term type 4122 - availability period definition,1
Term Type 4123,Description for term type 4123 - availability period definition,1
Term Type 4124,Description for term type 4124 - availability period definition,1
Term Type 4125,Description for term type 4125 - availability period definition,1
Term Type 4126,Description for term type 4126 - availability period definition,1
Term Type 4127,Description for term type 4127 - availability period definition,1
Term Type 4128,Description for term type 4128 - availability period definition,1
Term Type 4129,Description for term type 4129 - availability period definition,1
Term Type 4130,Description for term type 4130 - availability period definition,1
Term Type 4131,Description for term type 4131 - availability period definition,1
Term Type 4132,Description for term type 4132 - availability period definition,1
Term Type 4133,Description for term type 4133 - availability period definition,1
Term Type 4134,Description for term type 4134 - availability period definition,1
Term Type 4135,Description for term type 4135 - availability period definition,1
Term Type 4136,Description for term type 4136 - availability period definition,1
Term Type 4137,Description for term type 4137 - availability period definition,1
Term Type 4138,Description for term type 4138 - availability period definition,1
Term Type 4139,Description for term type 4139 - availability period definition,1
Term Type 4140,Description for term type 4140 - availability period definition,1
Term Type 4141,Description for term type 4141 - availability period definition,1
Term Type 4142,Description for term type 4142 - availability period definition,1
Term Type 4143,Description for term type 4143 - availability period definition,1
Term Type 4144,Description for term type 4144 - availability period definition,1
Term Type 4145,Description for term type 4145 - availability period definition,1
Term Type 4146,Description for term type 4146 - availability period definition,1
Term Type 4147,Description for term type 4147 - availability period definition,1
Term Type 4148,Description for term type 4148 - availability period definition,1
Term Type 4149,Description for term type 4149 - availability period definition,1
Term Type 4150,Description for term type 4150 - availability period definition,1
Term Type 4151,Description for term type 4151 - availability period definition,1
Term Type 4152,Description for term type 4152 - availability period definition,1
Term Type 4153,Description for term type 4153 - availability period definition,1
Term Type 4154,Description for term type 4154 - availability period definition,1
Term Type 4155,Description for term type 4155 - availability period definition,1
Term Type 4156,Description for term type 4156 - availability period definition,1
Term Type 4157,Description for term type 4157 - availability period definition,1
Term Type 4158,Description for term type 4158 - availability period definition,1
Term Type 4159,Description for term type 4159 - availability period definition,1
Term Type 4160,Description for term type 4160 - availability period definition,1
Term Type 4161,Description for term type 4161 - availability period definition,1
Term Type 4162,Description for term type 4162 - availability period definition,1
Term Type 4163,Description for term type 4163 - availability period definition,1
Term Type 4164,Description for term type 4164 - availability period definition,1
Term Type 4165,Description for term type 4165 - availability period definition,1
Term Type 4166,Description for term type 4166 - availability period definition,1
Term Type 4167,Description for term type 4167 - availability period definition,1
Term Type 4168,Description for term type 4168 - availability period definition,1
Term Type 4169,Description for term type 4169 - availability period definition,1
Term Type 4170,Description for term type 4170 - availability period definition,1
Term Type 4171,Description for term type 4171 - availability period definition,1
Term Type 4172,Description for term type 4172 - availability period definition,1
Term Type 4173,Description for term type 4173 - availability period definition,1
Term Type 4174,Description for term type 4174 - availability period definition,1
Term Type 4175,Description for term type 4175 - availability period definition,1
Term Type 4176,Description for term type 4176 - availability period definition,1
Term Type 4177,Description for term type 4177 - availability period definition,1
Term Type 4178,Description for term type 4178 - availability period definition,1
Term Type 4179,Description for term type 4179 - availability period definition,1
Term Type 4180,Description for term type 4180 - availability period definition,1
Term Type 4181,Description for term type 4181 - availability period definition,1
Term Type 4182,Description for term type 4182 - availability period definition,1
Term Type 4183,Description for term type 4183 - availability period definition,1
Term Type 4184,Description for term type 4184 - availability period definition,1
Term Type 4185,Description for term type 4185 - availability period definition,1
Term Type 4186,Description for term type 4186 - availability period definition,1
Term Type 4187,Description for term type 4187 - availability period definition,1
Term Type 4188,Description for term type 4188 - availability period definition,1
Term Type 4189,Description for term type 4189 - availability period definition,1
Term Type 4190,Description for term type 4190 - availability period definition,1
Term Type 4191,Description for term type 4191 - availability period definition,1
Term Type 4192,Description for term type 4192 - availability period definition,1
Term Type 4193,Description for term type 4193 - availability period definition,1
Term Type 4194,Description for term type 4194 - availability period definition,1
Term Type 4195,Description for term type 4195 - availability period definition,1
Term Type 4196,Description for term type 4196 - availability period definition,1
Term Type 4197,Description for term type 4197 - availability period definition,1
Term Type 4198,Description for term type 4198 - availability period definition,1
Term Type 4199,Description for term type 4199 - availability period definition,1
Term Type 4200,Description for term type 4200 - availability period definition,1
Term Type 4201,Description for term type 4201 - availability period definition,1
Term Type 4202,Description for term type 4202 - availability period definition,1
Term Type 4203,Description for term type 4203 - availability period definition,1
Term Type 4204,Description for term type 4204 - availability period definition,1
Term Type 4205,Description for term type 4205 - availability period definition,1
Term Type 4206,Description for term type 4206 - availability period definition,1
Term Type 4207,Description for term type 4207 - availability period definition,1
Term Type 4208,Description for term type 4208 - availability period definition,1
Term Type 4209,Description for term type 4209 - availability period definition,1
Term Type 4210,Description for term type 4210 - availability period definition,1
Term Type 4211,Description for term type 4211 - availability period definition,1
Term Type 4212,Description for term type 4212 - availability period definition,1
Term Type 4213,Description for term type 4213 - availability period definition,1
Term Type 4214,Description for term type 4214 - availability period definition,1
Term Type 4215,Description for term type 4215 - availability period definition,1
Term Type 4216,Description for term type 4216 - availability period definition,1
Term Type 4217,Description for term type 4217 - availability period definition,1
Term Type 4218,Description for term type 4218 - availability period definition,1
Term Type 4219,Description for term type 4219 - availability period definition,1
Term Type 4220,Description for term type 4220 - availability period definition,1
Term Type 4221,Description for term type 4221 - availability period definition,1
Term Type 4222,Description for term type 4222 - availability period definition,1
Term Type 4223,Description for term type 4223 - availability period definition,1
Term Type 4224,Description for term type 4224 - availability period definition,1
Term Type 4225,Description for term type 4225 - availability period definition,1
Term Type 4226,Description for term type 4226 - availability period definition,1
Term Type 4227,Description for term type 4227 - availability period definition,1
Term Type 4228,Description for term type 4228 - availability period definition,1
Term Type 4229,Description for term type 4229 - availability period definition,1
Term Type 4230,Description for term type 4230 - availability period definition,1
Term Type 4231,Description for term type 4231 - availability period definition,1
Term Type 4232,Description for term type 4232 - availability period definition,1
Term Type 4233,Description for term type 4233 - availability period definition,1
Term Type 4234,Description for term type 4234 - availability period definition,1
Term Type 4235,Description for term type 4235 - availability period definition,1
Term Type 4236,Description for term type 4236 - availability period definition,1
Term Type 4237,Description for term type 4237 - availability period definition,1
Term Type 4238,Description for term type 4238 - availability period definition,1
Term Type 4239,Description for term type 4239 - availability period definition,1
Term Type 4240,Description for term type 4240 - availability period definition,1
Term Type 4241,Description for term type 4241 - availability period definition,1
Term Type 4242,Description for term type 4242 - availability period definition,1
Term Type 4243,Description for term type 4243 - availability period definition,1
Term Type 4244,Description for term type 4244 - availability period definition,1
Term Type 4245,Description for term type 4245 - availability period definition,1
Term Type 4246,Description for term type 4246 - availability period definition,1
Term Type 4247,Description for term type 4247 - availability period definition,1
Term Type 4248,Description for term type 4248 - availability period definition,1
Term Type 4249,Description for term type 4249 - availability period definition,1
Term Type 4250,Description for term type 4250 - availability period definition,1
Term Type 4251,Description for term type 4251 - availability period definition,1
Term Type 4252,Description for term type 4252 - availability period definition,1
Term Type 4253,Description for term type 4253 - availability period definition,1
Term Type 4254,Description for term type 4254 - availability period definition,1
Term Type 4255,Description for term type 4255 - availability period definition,1
Term Type 4256,Description for term type 4256 - availability period definition,1
Term Type 4257,Description for term type 4257 - availability period definition,1
Term Type 4258,Description for term type 4258 - availability period definition,1
Term Type 4259,Description for term type 4259 - availability period definition,1
Term Type 4260,Description for term type 4260 - availability period definition,1
Term Type 4261,Description for term type 4261 - availability period definition,1
Term Type 4262,Description for term type 4262 - availability period definition,1
Term Type 4263,Description for term type 4263 - availability period definition,1
Term Type 4264,Description for term type 4264 - availability period definition,1
Term Type 4265,Description for term type 4265 - availability period definition,1
Term Type 4266,Description for term type 4266 - availability period definition,1
Term Type 4267,Description for term type 4267 - availability period definition,1
Term Type 4268,Description for term type 4268 - availability period definition,1
Term Type 4269,Description for term type 4269 - availability period definition,1
Term Type 4270,Description for term type 4270 - availability period definition,1
Term Type 4271,Description for term type 4271 - availability period definition,1
Term Type 4272,Description for term type 4272 - availability period definition,1
Term Type 4273,Description for term type 4273 - availability period definition,1
Term Type 4274,Description for term type 4274 - availability period definition,1
Term Type 4275,Description for term type 4275 - availability period definition,1
Term Type 4276,Description for term type 4276 - availability period definition,1
Term Type 4277,Description for term type 4277 - availability period definition,1
Term Type 4278,Description for term type 4278 - availability period definition,1
Term Type 4279,Description for term type 4279 - availability period definition,1
Term Type 4280,Description for term type 4280 - availability period definition,1
Term Type 4281,Description for term type 4281 - availability period definition,1
Term Type 4282,Description for term type 4282 - availability period definition,1
Term Type 4283,Description for term type 4283 - availability period definition,1
Term Type 4284,Description for term type 4284 - availability period definition,1
Term Type 4285,Description for term type 4285 - availability period definition,1
Term Type 4286,Description for term type 4286 - availability period definition,1
Term Type 4287,Description for term type 4287 - availability period definition,1
Term Type 4288,Description for term type 4288 - availability period definition,1
Term Type 4289,Description for term type 4289 - availability period definition,1
Term Type 4290,Description for term type 4290 - availability period definition,1
Term Type 4291,Description for term type 4291 - availability period definition,1
Term Type 4292,Description for term type 4292 - availability period definition,1
Term Type 4293,Description for term type 4293 - availability period definition,1
Term Type 4294,Description for term type 4294 - availability period definition,1
Term Type 4295,Description for term type 4295 - availability period definition,1
Term Type 4296,Description for term type 4296 - availability period definition,1
Term Type 4297,Description for term type 4297 - availability period definition,1
Term Type 4298,Description for term type 4298 - availability period definition,1
Term Type 4299,Description for term type 4299 - availability period definition,1
Term Type 4300,Description for term type 4300 - availability period definition,1
Term Type 4301,Description for term type 4301 - availability period definition,1
Term Type 4302,Description for term type 4302 - availability period definition,1
Term Type 4303,Description for term type 4303 - availability period definition,1
