name,asset_category_name,description,is_active
Sub Category 4140,Category 40,Description for sub category 4140,1
Sub Category 4141,Category 41,Description for sub category 4141,1
Sub Category 4142,Category 42,Description for sub category 4142,1
Sub Category 4143,Category 43,Description for sub category 4143,1
Sub Category 4144,Category 44,Description for sub category 4144,1
Sub Category 4145,Category 45,Description for sub category 4145,1
Sub Category 4146,Category 46,Description for sub category 4146,1
Sub Category 4147,Category 47,Description for sub category 4147,1
Sub Category 4148,Category 48,Description for sub category 4148,1
Sub Category 4149,Category 49,Description for sub category 4149,1
Sub Category 4150,Category 50,Description for sub category 4150,1
Sub Category 4151,Category 51,Description for sub category 4151,1
Sub Category 4152,Category 52,Description for sub category 4152,1
Sub Category 4153,Category 53,Description for sub category 4153,1
Sub Category 4154,Category 54,Description for sub category 4154,1
Sub Category 4155,Category 55,Description for sub category 4155,1
Sub Category 4156,Category 56,Description for sub category 4156,1
Sub Category 4157,Category 57,Description for sub category 4157,1
Sub Category 4158,Category 58,Description for sub category 4158,1
Sub Category 4159,Category 59,Description for sub category 4159,1
Sub Category 4160,Category 60,Description for sub category 4160,1
Sub Category 4161,Category 61,Description for sub category 4161,1
Sub Category 4162,Category 62,Description for sub category 4162,1
Sub Category 4163,Category 63,Description for sub category 4163,1
Sub Category 4164,Category 64,Description for sub category 4164,1
Sub Category 4165,Category 65,Description for sub category 4165,1
Sub Category 4166,Category 66,Description for sub category 4166,1
Sub Category 4167,Category 67,Description for sub category 4167,1
Sub Category 4168,Category 68,Description for sub category 4168,1
Sub Category 4169,Category 69,Description for sub category 4169,1
Sub Category 4170,Category 70,Description for sub category 4170,1
Sub Category 4171,Category 71,Description for sub category 4171,1
Sub Category 4172,Category 72,Description for sub category 4172,1
Sub Category 4173,Category 73,Description for sub category 4173,1
Sub Category 4174,Category 74,Description for sub category 4174,1
Sub Category 4175,Category 75,Description for sub category 4175,1
Sub Category 4176,Category 76,Description for sub category 4176,1
Sub Category 4177,Category 77,Description for sub category 4177,1
Sub Category 4178,Category 78,Description for sub category 4178,1
Sub Category 4179,Category 79,Description for sub category 4179,1
Sub Category 4180,Category 80,Description for sub category 4180,1
Sub Category 4181,Category 81,Description for sub category 4181,1
Sub Category 4182,Category 82,Description for sub category 4182,1
Sub Category 4183,Category 83,Description for sub category 4183,1
Sub Category 4184,Category 84,Description for sub category 4184,1
Sub Category 4185,Category 85,Description for sub category 4185,1
Sub Category 4186,Category 86,Description for sub category 4186,1
Sub Category 4187,Category 87,Description for sub category 4187,1
Sub Category 4188,Category 88,Description for sub category 4188,1
Sub Category 4189,Category 89,Description for sub category 4189,1
Sub Category 4190,Category 90,Description for sub category 4190,1
Sub Category 4191,Category 91,Description for sub category 4191,1
Sub Category 4192,Category 92,Description for sub category 4192,1
Sub Category 4193,Category 93,Description for sub category 4193,1
Sub Category 4194,Category 94,Description for sub category 4194,1
Sub Category 4195,Category 95,Description for sub category 4195,1
Sub Category 4196,Category 96,Description for sub category 4196,1
Sub Category 4197,Category 97,Description for sub category 4197,1
Sub Category 4198,Category 98,Description for sub category 4198,1
Sub Category 4199,Category 99,Description for sub category 4199,1
Sub Category 4200,Category 100,Description for sub category 4200,1
Sub Category 4201,Category 1,Description for sub category 4201,1
Sub Category 4202,Category 2,Description for sub category 4202,1
Sub Category 4203,Category 3,Description for sub category 4203,1
Sub Category 4204,Category 4,Description for sub category 4204,1
Sub Category 4205,Category 5,Description for sub category 4205,1
Sub Category 4206,Category 6,Description for sub category 4206,1
Sub Category 4207,Category 7,Description for sub category 4207,1
Sub Category 4208,Category 8,Description for sub category 4208,1
Sub Category 4209,Category 9,Description for sub category 4209,1
Sub Category 4210,Category 10,Description for sub category 4210,1
Sub Category 4211,Category 11,Description for sub category 4211,1
Sub Category 4212,Category 12,Description for sub category 4212,1
Sub Category 4213,Category 13,Description for sub category 4213,1
Sub Category 4214,Category 14,Description for sub category 4214,1
Sub Category 4215,Category 15,Description for sub category 4215,1
Sub Category 4216,Category 16,Description for sub category 4216,1
Sub Category 4217,Category 17,Description for sub category 4217,1
Sub Category 4218,Category 18,Description for sub category 4218,1
Sub Category 4219,Category 19,Description for sub category 4219,1
Sub Category 4220,Category 20,Description for sub category 4220,1
Sub Category 4221,Category 21,Description for sub category 4221,1
Sub Category 4222,Category 22,Description for sub category 4222,1
Sub Category 4223,Category 23,Description for sub category 4223,1
Sub Category 4224,Category 24,Description for sub category 4224,1
Sub Category 4225,Category 25,Description for sub category 4225,1
Sub Category 4226,Category 26,Description for sub category 4226,1
Sub Category 4227,Category 27,Description for sub category 4227,1
Sub Category 4228,Category 28,Description for sub category 4228,1
Sub Category 4229,Category 29,Description for sub category 4229,1
Sub Category 4230,Category 30,Description for sub category 4230,1
Sub Category 4231,Category 31,Description for sub category 4231,1
Sub Category 4232,Category 32,Description for sub category 4232,1
Sub Category 4233,Category 33,Description for sub category 4233,1
Sub Category 4234,Category 34,Description for sub category 4234,1
Sub Category 4235,Category 35,Description for sub category 4235,1
Sub Category 4236,Category 36,Description for sub category 4236,1
Sub Category 4237,Category 37,Description for sub category 4237,1
Sub Category 4238,Category 38,Description for sub category 4238,1
Sub Category 4239,Category 39,Description for sub category 4239,1
Sub Category 4240,Category 40,Description for sub category 4240,1
Sub Category 4241,Category 41,Description for sub category 4241,1
Sub Category 4242,Category 42,Description for sub category 4242,1
Sub Category 4243,Category 43,Description for sub category 4243,1
Sub Category 4244,Category 44,Description for sub category 4244,1
Sub Category 4245,Category 45,Description for sub category 4245,1
Sub Category 4246,Category 46,Description for sub category 4246,1
Sub Category 4247,Category 47,Description for sub category 4247,1
Sub Category 4248,Category 48,Description for sub category 4248,1
Sub Category 4249,Category 49,Description for sub category 4249,1
Sub Category 4250,Category 50,Description for sub category 4250,1
Sub Category 4251,Category 51,Description for sub category 4251,1
Sub Category 4252,Category 52,Description for sub category 4252,1
Sub Category 4253,Category 53,Description for sub category 4253,1
Sub Category 4254,Category 54,Description for sub category 4254,1
Sub Category 4255,Category 55,Description for sub category 4255,1
Sub Category 4256,Category 56,Description for sub category 4256,1
Sub Category 4257,Category 57,Description for sub category 4257,1
Sub Category 4258,Category 58,Description for sub category 4258,1
Sub Category 4259,Category 59,Description for sub category 4259,1
Sub Category 4260,Category 60,Description for sub category 4260,1
Sub Category 4261,Category 61,Description for sub category 4261,1
Sub Category 4262,Category 62,Description for sub category 4262,1
Sub Category 4263,Category 63,Description for sub category 4263,1
Sub Category 4264,Category 64,Description for sub category 4264,1
Sub Category 4265,Category 65,Description for sub category 4265,1
Sub Category 4266,Category 66,Description for sub category 4266,1
Sub Category 4267,Category 67,Description for sub category 4267,1
Sub Category 4268,Category 68,Description for sub category 4268,1
Sub Category 4269,Category 69,Description for sub category 4269,1
Sub Category 4270,Category 70,Description for sub category 4270,1
Sub Category 4271,Category 71,Description for sub category 4271,1
Sub Category 4272,Category 72,Description for sub category 4272,1
Sub Category 4273,Category 73,Description for sub category 4273,1
Sub Category 4274,Category 74,Description for sub category 4274,1
Sub Category 4275,Category 75,Description for sub category 4275,1
Sub Category 4276,Category 76,Description for sub category 4276,1
Sub Category 4277,Category 77,Description for sub category 4277,1
Sub Category 4278,Category 78,Description for sub category 4278,1
Sub Category 4279,Category 79,Description for sub category 4279,1
Sub Category 4280,Category 80,Description for sub category 4280,1
Sub Category 4281,Category 81,Description for sub category 4281,1
Sub Category 4282,Category 82,Description for sub category 4282,1
Sub Category 4283,Category 83,Description for sub category 4283,1
Sub Category 4284,Category 84,Description for sub category 4284,1
Sub Category 4285,Category 85,Description for sub category 4285,1
Sub Category 4286,Category 86,Description for sub category 4286,1
Sub Category 4287,Category 87,Description for sub category 4287,1
Sub Category 4288,Category 88,Description for sub category 4288,1
Sub Category 4289,Category 89,Description for sub category 4289,1
Sub Category 4290,Category 90,Description for sub category 4290,1
Sub Category 4291,Category 91,Description for sub category 4291,1
Sub Category 4292,Category 92,Description for sub category 4292,1
Sub Category 4293,Category 93,Description for sub category 4293,1
Sub Category 4294,Category 94,Description for sub category 4294,1
Sub Category 4295,Category 95,Description for sub category 4295,1
Sub Category 4296,Category 96,Description for sub category 4296,1
Sub Category 4297,Category 97,Description for sub category 4297,1
Sub Category 4298,Category 98,Description for sub category 4298,1
Sub Category 4299,Category 99,Description for sub category 4299,1
Sub Category 4300,Category 100,Description for sub category 4300,1
Sub Category 4301,Category 1,Description for sub category 4301,1
Sub Category 4302,Category 2,Description for sub category 4302,1
Sub Category 4303,Category 3,Description for sub category 4303,1
Sub Category 4304,Category 4,Description for sub category 4304,1
Sub Category 4305,Category 5,Description for sub category 4305,1
Sub Category 4306,Category 6,Description for sub category 4306,1
Sub Category 4307,Category 7,Description for sub category 4307,1
Sub Category 4308,Category 8,Description for sub category 4308,1
Sub Category 4309,Category 9,Description for sub category 4309,1
Sub Category 4310,Category 10,Description for sub category 4310,1
Sub Category 4311,Category 11,Description for sub category 4311,1
Sub Category 4312,Category 12,Description for sub category 4312,1
Sub Category 4313,Category 13,Description for sub category 4313,1
Sub Category 4314,Category 14,Description for sub category 4314,1
Sub Category 4315,Category 15,Description for sub category 4315,1
Sub Category 4316,Category 16,Description for sub category 4316,1
Sub Category 4317,Category 17,Description for sub category 4317,1
Sub Category 4318,Category 18,Description for sub category 4318,1
Sub Category 4319,Category 19,Description for sub category 4319,1
Sub Category 4320,Category 20,Description for sub category 4320,1
Sub Category 4321,Category 21,Description for sub category 4321,1
Sub Category 4322,Category 22,Description for sub category 4322,1
Sub Category 4323,Category 23,Description for sub category 4323,1
Sub Category 4324,Category 24,Description for sub category 4324,1
Sub Category 4325,Category 25,Description for sub category 4325,1
Sub Category 4326,Category 26,Description for sub category 4326,1
Sub Category 4327,Category 27,Description for sub category 4327,1
Sub Category 4328,Category 28,Description for sub category 4328,1
Sub Category 4329,Category 29,Description for sub category 4329,1
Sub Category 4330,Category 30,Description for sub category 4330,1
Sub Category 4331,Category 31,Description for sub category 4331,1
Sub Category 4332,Category 32,Description for sub category 4332,1
Sub Category 4333,Category 33,Description for sub category 4333,1
Sub Category 4334,Category 34,Description for sub category 4334,1
Sub Category 4335,Category 35,Description for sub category 4335,1
Sub Category 4336,Category 36,Description for sub category 4336,1
Sub Category 4337,Category 37,Description for sub category 4337,1
Sub Category 4338,Category 38,Description for sub category 4338,1
Sub Category 4339,Category 39,Description for sub category 4339,1
Sub Category 4340,Category 40,Description for sub category 4340,1
Sub Category 4341,Category 41,Description for sub category 4341,1
Sub Category 4342,Category 42,Description for sub category 4342,1
Sub Category 4343,Category 43,Description for sub category 4343,1
Sub Category 4344,Category 44,Description for sub category 4344,1
Sub Category 4345,Category 45,Description for sub category 4345,1
Sub Category 4346,Category 46,Description for sub category 4346,1
Sub Category 4347,Category 47,Description for sub category 4347,1
Sub Category 4348,Category 48,Description for sub category 4348,1
Sub Category 4349,Category 49,Description for sub category 4349,1
Sub Category 4350,Category 50,Description for sub category 4350,1
Sub Category 4351,Category 51,Description for sub category 4351,1
Sub Category 4352,Category 52,Description for sub category 4352,1
Sub Category 4353,Category 53,Description for sub category 4353,1
Sub Category 4354,Category 54,Description for sub category 4354,1
Sub Category 4355,Category 55,Description for sub category 4355,1
Sub Category 4356,Category 56,Description for sub category 4356,1
Sub Category 4357,Category 57,Description for sub category 4357,1
Sub Category 4358,Category 58,Description for sub category 4358,1
Sub Category 4359,Category 59,Description for sub category 4359,1
Sub Category 4360,Category 60,Description for sub category 4360,1
Sub Category 4361,Category 61,Description for sub category 4361,1
Sub Category 4362,Category 62,Description for sub category 4362,1
Sub Category 4363,Category 63,Description for sub category 4363,1
Sub Category 4364,Category 64,Description for sub category 4364,1
Sub Category 4365,Category 65,Description for sub category 4365,1
Sub Category 4366,Category 66,Description for sub category 4366,1
Sub Category 4367,Category 67,Description for sub category 4367,1
Sub Category 4368,Category 68,Description for sub category 4368,1
Sub Category 4369,Category 69,Description for sub category 4369,1
Sub Category 4370,Category 70,Description for sub category 4370,1
Sub Category 4371,Category 71,Description for sub category 4371,1
Sub Category 4372,Category 72,Description for sub category 4372,1
Sub Category 4373,Category 73,Description for sub category 4373,1
Sub Category 4374,Category 74,Description for sub category 4374,1
Sub Category 4375,Category 75,Description for sub category 4375,1
Sub Category 4376,Category 76,Description for sub category 4376,1
Sub Category 4377,Category 77,Description for sub category 4377,1
Sub Category 4378,Category 78,Description for sub category 4378,1
Sub Category 4379,Category 79,Description for sub category 4379,1
Sub Category 4380,Category 80,Description for sub category 4380,1
Sub Category 4381,Category 81,Description for sub category 4381,1
Sub Category 4382,Category 82,Description for sub category 4382,1
Sub Category 4383,Category 83,Description for sub category 4383,1
Sub Category 4384,Category 84,Description for sub category 4384,1
Sub Category 4385,Category 85,Description for sub category 4385,1
Sub Category 4386,Category 86,Description for sub category 4386,1
Sub Category 4387,Category 87,Description for sub category 4387,1
Sub Category 4388,Category 88,Description for sub category 4388,1
Sub Category 4389,Category 89,Description for sub category 4389,1
Sub Category 4390,Category 90,Description for sub category 4390,1
Sub Category 4391,Category 91,Description for sub category 4391,1
Sub Category 4392,Category 92,Description for sub category 4392,1
Sub Category 4393,Category 93,Description for sub category 4393,1
Sub Category 4394,Category 94,Description for sub category 4394,1
Sub Category 4395,Category 95,Description for sub category 4395,1
Sub Category 4396,Category 96,Description for sub category 4396,1
Sub Category 4397,Category 97,Description for sub category 4397,1
Sub Category 4398,Category 98,Description for sub category 4398,1
Sub Category 4399,Category 99,Description for sub category 4399,1
Sub Category 4400,Category 100,Description for sub category 4400,1
Sub Category 4401,Category 1,Description for sub category 4401,1
Sub Category 4402,Category 2,Description for sub category 4402,1
Sub Category 4403,Category 3,Description for sub category 4403,1
Sub Category 4404,Category 4,Description for sub category 4404,1
Sub Category 4405,Category 5,Description for sub category 4405,1
Sub Category 4406,Category 6,Description for sub category 4406,1
Sub Category 4407,Category 7,Description for sub category 4407,1
Sub Category 4408,Category 8,Description for sub category 4408,1
Sub Category 4409,Category 9,Description for sub category 4409,1
Sub Category 4410,Category 10,Description for sub category 4410,1
Sub Category 4411,Category 11,Description for sub category 4411,1
Sub Category 4412,Category 12,Description for sub category 4412,1
Sub Category 4413,Category 13,Description for sub category 4413,1
Sub Category 4414,Category 14,Description for sub category 4414,1
Sub Category 4415,Category 15,Description for sub category 4415,1
Sub Category 4416,Category 16,Description for sub category 4416,1
Sub Category 4417,Category 17,Description for sub category 4417,1
Sub Category 4418,Category 18,Description for sub category 4418,1
Sub Category 4419,Category 19,Description for sub category 4419,1
Sub Category 4420,Category 20,Description for sub category 4420,1
Sub Category 4421,Category 21,Description for sub category 4421,1
Sub Category 4422,Category 22,Description for sub category 4422,1
Sub Category 4423,Category 23,Description for sub category 4423,1
Sub Category 4424,Category 24,Description for sub category 4424,1
Sub Category 4425,Category 25,Description for sub category 4425,1
Sub Category 4426,Category 26,Description for sub category 4426,1
Sub Category 4427,Category 27,Description for sub category 4427,1
Sub Category 4428,Category 28,Description for sub category 4428,1
Sub Category 4429,Category 29,Description for sub category 4429,1
Sub Category 4430,Category 30,Description for sub category 4430,1
Sub Category 4431,Category 31,Description for sub category 4431,1
Sub Category 4432,Category 32,Description for sub category 4432,1
Sub Category 4433,Category 33,Description for sub category 4433,1
Sub Category 4434,Category 34,Description for sub category 4434,1
Sub Category 4435,Category 35,Description for sub category 4435,1
Sub Category 4436,Category 36,Description for sub category 4436,1
Sub Category 4437,Category 37,Description for sub category 4437,1
Sub Category 4438,Category 38,Description for sub category 4438,1
Sub Category 4439,Category 39,Description for sub category 4439,1
Sub Category 4440,Category 40,Description for sub category 4440,1
Sub Category 4441,Category 41,Description for sub category 4441,1
Sub Category 4442,Category 42,Description for sub category 4442,1
Sub Category 4443,Category 43,Description for sub category 4443,1
Sub Category 4444,Category 44,Description for sub category 4444,1
Sub Category 4445,Category 45,Description for sub category 4445,1
Sub Category 4446,Category 46,Description for sub category 4446,1
Sub Category 4447,Category 47,Description for sub category 4447,1
Sub Category 4448,Category 48,Description for sub category 4448,1
Sub Category 4449,Category 49,Description for sub category 4449,1
Sub Category 4450,Category 50,Description for sub category 4450,1
Sub Category 4451,Category 51,Description for sub category 4451,1
Sub Category 4452,Category 52,Description for sub category 4452,1
Sub Category 4453,Category 53,Description for sub category 4453,1
Sub Category 4454,Category 54,Description for sub category 4454,1
Sub Category 4455,Category 55,Description for sub category 4455,1
Sub Category 4456,Category 56,Description for sub category 4456,1
Sub Category 4457,Category 57,Description for sub category 4457,1
Sub Category 4458,Category 58,Description for sub category 4458,1
Sub Category 4459,Category 59,Description for sub category 4459,1
Sub Category 4460,Category 60,Description for sub category 4460,1
Sub Category 4461,Category 61,Description for sub category 4461,1
Sub Category 4462,Category 62,Description for sub category 4462,1
Sub Category 4463,Category 63,Description for sub category 4463,1
Sub Category 4464,Category 64,Description for sub category 4464,1
Sub Category 4465,Category 65,Description for sub category 4465,1
Sub Category 4466,Category 66,Description for sub category 4466,1
Sub Category 4467,Category 67,Description for sub category 4467,1
Sub Category 4468,Category 68,Description for sub category 4468,1
Sub Category 4469,Category 69,Description for sub category 4469,1
Sub Category 4470,Category 70,Description for sub category 4470,1
Sub Category 4471,Category 71,Description for sub category 4471,1
Sub Category 4472,Category 72,Description for sub category 4472,1
Sub Category 4473,Category 73,Description for sub category 4473,1
Sub Category 4474,Category 74,Description for sub category 4474,1
Sub Category 4475,Category 75,Description for sub category 4475,1
Sub Category 4476,Category 76,Description for sub category 4476,1
Sub Category 4477,Category 77,Description for sub category 4477,1
Sub Category 4478,Category 78,Description for sub category 4478,1
Sub Category 4479,Category 79,Description for sub category 4479,1
Sub Category 4480,Category 80,Description for sub category 4480,1
Sub Category 4481,Category 81,Description for sub category 4481,1
Sub Category 4482,Category 82,Description for sub category 4482,1
Sub Category 4483,Category 83,Description for sub category 4483,1
Sub Category 4484,Category 84,Description for sub category 4484,1
Sub Category 4485,Category 85,Description for sub category 4485,1
Sub Category 4486,Category 86,Description for sub category 4486,1
Sub Category 4487,Category 87,Description for sub category 4487,1
Sub Category 4488,Category 88,Description for sub category 4488,1
Sub Category 4489,Category 89,Description for sub category 4489,1
Sub Category 4490,Category 90,Description for sub category 4490,1
Sub Category 4491,Category 91,Description for sub category 4491,1
Sub Category 4492,Category 92,Description for sub category 4492,1
Sub Category 4493,Category 93,Description for sub category 4493,1
Sub Category 4494,Category 94,Description for sub category 4494,1
Sub Category 4495,Category 95,Description for sub category 4495,1
Sub Category 4496,Category 96,Description for sub category 4496,1
Sub Category 4497,Category 97,Description for sub category 4497,1
Sub Category 4498,Category 98,Description for sub category 4498,1
Sub Category 4499,Category 99,Description for sub category 4499,1
Sub Category 4500,Category 100,Description for sub category 4500,1
Sub Category 4501,Category 1,Description for sub category 4501,1
Sub Category 4502,Category 2,Description for sub category 4502,1
Sub Category 4503,Category 3,Description for sub category 4503,1
Sub Category 4504,Category 4,Description for sub category 4504,1
Sub Category 4505,Category 5,Description for sub category 4505,1
Sub Category 4506,Category 6,Description for sub category 4506,1
Sub Category 4507,Category 7,Description for sub category 4507,1
Sub Category 4508,Category 8,Description for sub category 4508,1
Sub Category 4509,Category 9,Description for sub category 4509,1
Sub Category 4510,Category 10,Description for sub category 4510,1
Sub Category 4511,Category 11,Description for sub category 4511,1
Sub Category 4512,Category 12,Description for sub category 4512,1
Sub Category 4513,Category 13,Description for sub category 4513,1
Sub Category 4514,Category 14,Description for sub category 4514,1
Sub Category 4515,Category 15,Description for sub category 4515,1
Sub Category 4516,Category 16,Description for sub category 4516,1
Sub Category 4517,Category 17,Description for sub category 4517,1
Sub Category 4518,Category 18,Description for sub category 4518,1
Sub Category 4519,Category 19,Description for sub category 4519,1
Sub Category 4520,Category 20,Description for sub category 4520,1
Sub Category 4521,Category 21,Description for sub category 4521,1
Sub Category 4522,Category 22,Description for sub category 4522,1
Sub Category 4523,Category 23,Description for sub category 4523,1
Sub Category 4524,Category 24,Description for sub category 4524,1
Sub Category 4525,Category 25,Description for sub category 4525,1
Sub Category 4526,Category 26,Description for sub category 4526,1
Sub Category 4527,Category 27,Description for sub category 4527,1
Sub Category 4528,Category 28,Description for sub category 4528,1
Sub Category 4529,Category 29,Description for sub category 4529,1
Sub Category 4530,Category 30,Description for sub category 4530,1
Sub Category 4531,Category 31,Description for sub category 4531,1
Sub Category 4532,Category 32,Description for sub category 4532,1
Sub Category 4533,Category 33,Description for sub category 4533,1
Sub Category 4534,Category 34,Description for sub category 4534,1
Sub Category 4535,Category 35,Description for sub category 4535,1
Sub Category 4536,Category 36,Description for sub category 4536,1
Sub Category 4537,Category 37,Description for sub category 4537,1
Sub Category 4538,Category 38,Description for sub category 4538,1
Sub Category 4539,Category 39,Description for sub category 4539,1
Sub Category 4540,Category 40,Description for sub category 4540,1
Sub Category 4541,Category 41,Description for sub category 4541,1
Sub Category 4542,Category 42,Description for sub category 4542,1
Sub Category 4543,Category 43,Description for sub category 4543,1
Sub Category 4544,Category 44,Description for sub category 4544,1
Sub Category 4545,Category 45,Description for sub category 4545,1
Sub Category 4546,Category 46,Description for sub category 4546,1
Sub Category 4547,Category 47,Description for sub category 4547,1
Sub Category 4548,Category 48,Description for sub category 4548,1
Sub Category 4549,Category 49,Description for sub category 4549,1
Sub Category 4550,Category 50,Description for sub category 4550,1
Sub Category 4551,Category 51,Description for sub category 4551,1
Sub Category 4552,Category 52,Description for sub category 4552,1
Sub Category 4553,Category 53,Description for sub category 4553,1
Sub Category 4554,Category 54,Description for sub category 4554,1
Sub Category 4555,Category 55,Description for sub category 4555,1
Sub Category 4556,Category 56,Description for sub category 4556,1
Sub Category 4557,Category 57,Description for sub category 4557,1
Sub Category 4558,Category 58,Description for sub category 4558,1
Sub Category 4559,Category 59,Description for sub category 4559,1
Sub Category 4560,Category 60,Description for sub category 4560,1
Sub Category 4561,Category 61,Description for sub category 4561,1
Sub Category 4562,Category 62,Description for sub category 4562,1
Sub Category 4563,Category 63,Description for sub category 4563,1
Sub Category 4564,Category 64,Description for sub category 4564,1
Sub Category 4565,Category 65,Description for sub category 4565,1
Sub Category 4566,Category 66,Description for sub category 4566,1
Sub Category 4567,Category 67,Description for sub category 4567,1
Sub Category 4568,Category 68,Description for sub category 4568,1
Sub Category 4569,Category 69,Description for sub category 4569,1
Sub Category 4570,Category 70,Description for sub category 4570,1
Sub Category 4571,Category 71,Description for sub category 4571,1
Sub Category 4572,Category 72,Description for sub category 4572,1
Sub Category 4573,Category 73,Description for sub category 4573,1
Sub Category 4574,Category 74,Description for sub category 4574,1
Sub Category 4575,Category 75,Description for sub category 4575,1
Sub Category 4576,Category 76,Description for sub category 4576,1
Sub Category 4577,Category 77,Description for sub category 4577,1
Sub Category 4578,Category 78,Description for sub category 4578,1
Sub Category 4579,Category 79,Description for sub category 4579,1
Sub Category 4580,Category 80,Description for sub category 4580,1
Sub Category 4581,Category 81,Description for sub category 4581,1
Sub Category 4582,Category 82,Description for sub category 4582,1
Sub Category 4583,Category 83,Description for sub category 4583,1
Sub Category 4584,Category 84,Description for sub category 4584,1
Sub Category 4585,Category 85,Description for sub category 4585,1
Sub Category 4586,Category 86,Description for sub category 4586,1
Sub Category 4587,Category 87,Description for sub category 4587,1
Sub Category 4588,Category 88,Description for sub category 4588,1
Sub Category 4589,Category 89,Description for sub category 4589,1
Sub Category 4590,Category 90,Description for sub category 4590,1
Sub Category 4591,Category 91,Description for sub category 4591,1
Sub Category 4592,Category 92,Description for sub category 4592,1
Sub Category 4593,Category 93,Description for sub category 4593,1
Sub Category 4594,Category 94,Description for sub category 4594,1
Sub Category 4595,Category 95,Description for sub category 4595,1
Sub Category 4596,Category 96,Description for sub category 4596,1
Sub Category 4597,Category 97,Description for sub category 4597,1
Sub Category 4598,Category 98,Description for sub category 4598,1
Sub Category 4599,Category 99,Description for sub category 4599,1
Sub Category 4600,Category 100,Description for sub category 4600,1
Sub Category 4601,Category 1,Description for sub category 4601,1
Sub Category 4602,Category 2,Description for sub category 4602,1
Sub Category 4603,Category 3,Description for sub category 4603,1
Sub Category 4604,Category 4,Description for sub category 4604,1
Sub Category 4605,Category 5,Description for sub category 4605,1
Sub Category 4606,Category 6,Description for sub category 4606,1
Sub Category 4607,Category 7,Description for sub category 4607,1
Sub Category 4608,Category 8,Description for sub category 4608,1
Sub Category 4609,Category 9,Description for sub category 4609,1
Sub Category 4610,Category 10,Description for sub category 4610,1
Sub Category 4611,Category 11,Description for sub category 4611,1
Sub Category 4612,Category 12,Description for sub category 4612,1
Sub Category 4613,Category 13,Description for sub category 4613,1
Sub Category 4614,Category 14,Description for sub category 4614,1
Sub Category 4615,Category 15,Description for sub category 4615,1
Sub Category 4616,Category 16,Description for sub category 4616,1
Sub Category 4617,Category 17,Description for sub category 4617,1
Sub Category 4618,Category 18,Description for sub category 4618,1
Sub Category 4619,Category 19,Description for sub category 4619,1
Sub Category 4620,Category 20,Description for sub category 4620,1
Sub Category 4621,Category 21,Description for sub category 4621,1
Sub Category 4622,Category 22,Description for sub category 4622,1
Sub Category 4623,Category 23,Description for sub category 4623,1
Sub Category 4624,Category 24,Description for sub category 4624,1
Sub Category 4625,Category 25,Description for sub category 4625,1
Sub Category 4626,Category 26,Description for sub category 4626,1
Sub Category 4627,Category 27,Description for sub category 4627,1
Sub Category 4628,Category 28,Description for sub category 4628,1
Sub Category 4629,Category 29,Description for sub category 4629,1
Sub Category 4630,Category 30,Description for sub category 4630,1
Sub Category 4631,Category 31,Description for sub category 4631,1
Sub Category 4632,Category 32,Description for sub category 4632,1
Sub Category 4633,Category 33,Description for sub category 4633,1
Sub Category 4634,Category 34,Description for sub category 4634,1
Sub Category 4635,Category 35,Description for sub category 4635,1
Sub Category 4636,Category 36,Description for sub category 4636,1
Sub Category 4637,Category 37,Description for sub category 4637,1
Sub Category 4638,Category 38,Description for sub category 4638,1
Sub Category 4639,Category 39,Description for sub category 4639,1
Sub Category 4640,Category 40,Description for sub category 4640,1
Sub Category 4641,Category 41,Description for sub category 4641,1
Sub Category 4642,Category 42,Description for sub category 4642,1
Sub Category 4643,Category 43,Description for sub category 4643,1
Sub Category 4644,Category 44,Description for sub category 4644,1
Sub Category 4645,Category 45,Description for sub category 4645,1
Sub Category 4646,Category 46,Description for sub category 4646,1
Sub Category 4647,Category 47,Description for sub category 4647,1
Sub Category 4648,Category 48,Description for sub category 4648,1
Sub Category 4649,Category 49,Description for sub category 4649,1
Sub Category 4650,Category 50,Description for sub category 4650,1
Sub Category 4651,Category 51,Description for sub category 4651,1
Sub Category 4652,Category 52,Description for sub category 4652,1
Sub Category 4653,Category 53,Description for sub category 4653,1
Sub Category 4654,Category 54,Description for sub category 4654,1
Sub Category 4655,Category 55,Description for sub category 4655,1
Sub Category 4656,Category 56,Description for sub category 4656,1
Sub Category 4657,Category 57,Description for sub category 4657,1
Sub Category 4658,Category 58,Description for sub category 4658,1
Sub Category 4659,Category 59,Description for sub category 4659,1
Sub Category 4660,Category 60,Description for sub category 4660,1
Sub Category 4661,Category 61,Description for sub category 4661,1
Sub Category 4662,Category 62,Description for sub category 4662,1
Sub Category 4663,Category 63,Description for sub category 4663,1
Sub Category 4664,Category 64,Description for sub category 4664,1
Sub Category 4665,Category 65,Description for sub category 4665,1
Sub Category 4666,Category 66,Description for sub category 4666,1
Sub Category 4667,Category 67,Description for sub category 4667,1
Sub Category 4668,Category 68,Description for sub category 4668,1
Sub Category 4669,Category 69,Description for sub category 4669,1
Sub Category 4670,Category 70,Description for sub category 4670,1
Sub Category 4671,Category 71,Description for sub category 4671,1
Sub Category 4672,Category 72,Description for sub category 4672,1
Sub Category 4673,Category 73,Description for sub category 4673,1
Sub Category 4674,Category 74,Description for sub category 4674,1
Sub Category 4675,Category 75,Description for sub category 4675,1
Sub Category 4676,Category 76,Description for sub category 4676,1
